word,empathy,distress,count
cri,5.166420312147517,5.202020723874388,4.0
crime,2.846150112552485,4.63625417742836,2.0
crimin,2.57417121423409,4.669247245021278,4.0
crippl,3.2271368883785,4.1798315834381,1.0
crisi,3.924916487513155,3.926975057832715,2.0
critic,3.3190308089476415,3.4957721369253663,7.0
critizic,2.33399398365416,2.23877081014407,1.0
critter,4.14326332297596,4.02894318813179,1.0
crop,3.59377551682258,4.0546819434266,1.0
cross,4.642169399593903,5.172810267304045,4.0
crossfir,4.43118654407183,4.71965081435448,1.0
crowd,1.92808625086478,1.91905768395391,1.0
crow,5.23765926854633,4.51184194369007,1.0
crucial,4.68563744532384,4.13685162219567,1.0
crucifi,3.96400504893586,5.61055342567234,1.0
crude,1.87623731489213,3.79963657397411,1.0
cruel,4.22579067021444,5.85185012572601,1.0
cruelti,4.7325632878728,6.21148551506319,1.0
cruis,4.6517812457389,2.56355519884251,1.0
cruiser,4.60446042329271,3.65914730867274,1.0
crusad,4.11091355596042,3.91418353423182,1.0
crush,4.899861982963629,4.980197388617849,3.0
crutcher,2.33399398365416,2.23877081014407,1.0
csll,2.51975662163,2.76610504722872,1.0
cuba,3.71017657949358,3.86639377399003,1.0
cub,6.00676241897345,3.90253019863996,1.0
cuck,1.41015733974147,2.82675765820756,1.0
cuff,2.84151741985683,1.64028895244106,1.0
cui,4.71759576006473,3.35234614577645,1.0
culpabl,2.22862492688694,5.02534832264117,1.0
culprit,2.70785221025404,4.08646062744733,1.0
cultiv,3.21022236376001,3.9247687402355,1.0
cultur,3.9347474567202236,2.6999535681392266,3.0
cup,3.97910318638813,3.37496877552106,1.0
cure,3.073661903454885,2.1706718451998652,2.0
curios,1.60291854722056,2.33624827014659,1.0
curiou,1.22141751809642,1.62040995432557,1.0
currenc,3.1181790547817,2.853368765538795,2.0
current,2.7259045756526747,2.96919360873106,2.0
curs,3.97900439588674,2.87635105354829,1.0
curtail,2.69285196228371,4.6786781233296,1.0
curv,2.17984711607477,2.10125024069234,1.0
custodi,3.05390856929218,4.80262458340972,1.0
custom,4.358082108610205,4.57824452840738,2.0
cut,3.03319348232966,4.327836143759143,3.0
cute,4.1078921941668,4.24270820009355,1.0
cuti,4.31976826228796,4.588810415569,1.0
cyanid,4.56073278657048,4.94912514088176,1.0
cyber,3.33903756214522,4.10143706030378,1.0
cyborg,2.88941939266772,2.31919322615938,1.0
cycl,3.996214539169525,4.75534296404744,2.0
cyclic,2.83007362810638,3.50840386034032,1.0
cymru,4.69282792254193,2.6228461347914,1.0
cynic,1.88980118101257,3.78250410411104,1.0
d,3.8724006766179,2.31061849404079,1.0
daca,3.66879147007545,4.34244143366944,1.0
dad,4.83341863437615,3.24544884307598,1.0
daddi,4.75715652356459,4.07749827988433,1.0
daili,4.39962340108886,4.69089954400535,1.0
dakota,5.12160977044389,3.54883102671303,1.0
dam,4.2670142909915,3.15948664561833,1.0
damag,4.559656806658063,4.000522466008532,4.0
damn,2.28922436646434,2.88157642052566,3.0
danc,3.97062458678207,2.81846172665145,1.0
dancer,3.8739941309354347,3.177022630444775,2.0
dang,3.1719234225127,2.85372325331271,1.0
danger,2.86712647099938,4.44467147819021,4.0
dare,1.194852885447095,3.16141427385862,2.0
dark,4.7410100292583,5.002025470483565,2.0
darker,2.88405591605537,4.03954147284963,1.0
darrel,4.99727811994169,4.93696129111295,1.0
data,4.44762073806503,3.69240291150362,1.0
databas,4.3385102259487,2.69822796690445,1.0
date,2.413470240911475,1.85615890641071,2.0
daughter,4.561968236542335,4.207510043741105,2.0
daunt,4.52111213794799,4.44119014506777,1.0
dave,3.37361517635081,2.60810929272757,1.0
david,4.37230209544437,3.61060001298113,1.0
day,3.22192213610679,3.2982376604159898,2.0
daytim,3.41479948605955,2.47462717594154,1.0
daze,3.58288021147598,3.25633968227906,1.0
dc,5.16460410373186,4.21774758999836,1.0
de,3.59493140445443,3.31129092181779,1.0
dead,2.95389478215387,3.19435111517265,1.0
deadli,3.83641558384593,5.1875405393695,1.0
deal,4.424771730202987,4.119310159131497,3.0
dealer,2.029104508665235,2.996285816711125,2.0
dealt,4.38178569080394,4.05176279578839,1.0
dear,5.37985647719466,4.87860895880736,1.0
dearli,4.88209810227594,4.36554757130833,1.0
death,5.196179781549384,5.16433922770653,2.0
debat,2.5653376193090667,2.18710086600391,3.0
debt,3.6998998817858597,3.6346719336330047,2.0
decad,2.51329485040467,2.5523557848468252,2.0
decapit,2.70116837612038,4.65472202705889,1.0
deceas,3.939579463474675,3.4659995022207397,2.0
deceiv,2.31349398235526,3.5382026204770503,2.0
decent,1.49321073983938,1.34401132214618,1.0
decid,2.030110005905265,3.108416586708385,4.0
decidu,4.86059040045686,2.45047373592106,1.0
decim,4.40081368717139,4.42449215959557,1.0
decis,3.7333117333190535,3.901545461723027,3.0
declar,2.956912024728203,3.17873246608795,3.0
declin,3.3685072855995,3.62724244777953,1.0
decompens,4.55942013939145,4.80689087007876,1.0
decomposit,3.51569674056925,4.98418699419902,1.0
decreas,3.9799389684610467,4.051978939746227,3.0
decrepit,2.68846305551842,4.94410743323959,1.0
dedic,3.29427903344583,2.62681676548122,1.0
deed,4.85627913185932,4.239783921794,1.0
deem,2.94123505863362,3.636266019363253,3.0
deep,4.732789404889,3.10377527771877,1.0
deepen,4.2184385307407,5.12103537914827,1.0
deeper,3.86289355534576,3.38777525309213,1.0
deepest,4.64381713461246,4.11766697543037,1.0
deepli,3.83737777340423,4.40948085046994,1.0
defac,3.92489837013106,4.82421756744927,1.0
default,3.71317163506182,1.82061919932785,1.0
defeat,4.21287323949949,3.66831880932159,1.0
defect,3.22641620029965,4.34387243972072,1.0
defenc,3.21764855299106,3.36187682982284,1.0
defend,3.4857339496883735,3.412754449221046,3.0
defens,2.96416324639637,2.68807611641175,1.0
defenseless,5.29436540326373,5.76239742634145,1.0
defi,3.55494291573364,4.69824928378871,1.0
defin,3.818965846322967,2.126104789712897,3.0
definit,2.07266797354645,1.84910879181438,1.0
definti,3.35116859353707,1.60473451388932,1.0
deflect,2.85829225872946,2.70940957002667,1.0
deflow,3.703566475055,3.58614064345002,1.0
deforest,5.6712751830443,5.57104807299709,1.0
deform,3.9884369305829,4.73601662939622,2.0
degrad,3.2988853465575274,4.398693064100867,3.0
degred,4.88918452122623,3.28566611590557,1.0
degre,3.310812163581515,2.7690083185075602,2.0
dehuman,5.46307893980419,6.39955187337841,1.0
del,4.10043299596127,3.29104372119916,1.0
delawar,4.216564128079,4.32063458399607,1.0
delay,3.66606885255274,4.03944442209962,1.0
delhi,4.46606550041139,4.08132902524416,1.0
deliber,2.141583413259163,4.463732860272567,3.0
delicia,4.89103758798015,5.28220475426999,1.0
deliv,4.94476977798302,4.11133094252924,2.0
delug,3.16396580910752,3.99250982772203,1.0
delusion,1.3325867388393,3.13828291735373,1.0
delv,4.15852246747539,2.84295126001495,1.0
demand,3.558971576035775,4.30498787964733,2.0
demean,4.00624134623816,5.29151075019501,1.0
dementia,5.07052629664112,5.12070971337007,1.0
demirtaş,2.33399398365416,2.23877081014407,1.0
democraci,4.4454249744525,3.99506686070641,1.0
democrat,4.029331325908086,3.5820241275977467,3.0
demograph,4.435416870174515,3.085609476988155,2.0
demolish,4.49309692574795,5.01704272750473,1.0
demon,4.398498185746085,4.40411286113079,2.0
demonstr,3.4412445632820274,4.264778899082438,4.0
dem,4.36180671832901,3.92765449859895,1.0
deni,2.698545006843997,4.719182319454278,4.0
denier,2.16496604943287,4.31864984996139,1.0
denomin,3.89399952594486,3.13651693284848,1.0
dens,4.89322755037877,4.44837593476798,1.0
dent,1.74487687138828,2.58164797628923,1.0
deont,2.33399398365416,2.23877081014407,1.0
depart,2.93636007380241,3.403600789541125,2.0
depend,2.684060759390393,1.6561774755190426,4.0
depict,3.41480063863848,3.25745614904873,1.0
deplet,3.90684165680688,4.68309363451845,1.0
deploy,4.99828966236554,4.38902070854211,1.0
depo,4.00946620813571,4.84826248918308,1.0
deport,3.233232639500998,4.630535745233648,5.0
deppress,5.64889567175989,4.41548476981789,1.0
deprav,1.57918057065413,5.53707544955298,1.0
depress,3.720024086299175,3.98852966943782,4.0
depresst,2.33399398365416,2.23877081014407,1.0
derail,3.68803814052301,4.601755731199789,2.0
describ,4.154580926488582,3.2931505024098597,4.0
descript,5.19797039929068,2.68198965897851,1.0
deseas,5.99095132992526,4.53317372320669,1.0
desensit,2.92621973343013,4.9576213281973,1.0
desert,3.8297612671304933,3.930983126937757,3.0
deserv,4.01110559132298,3.83308871166221,3.0
design,3.82146749764493,3.55435470765665,1.0
desir,3.5779008635963896,3.42056002612965,2.0
desk,3.30890422997837,3.8214535820203,1.0
despair,5.09118192746585,5.33072271434685,1.0
desper,3.1462596554873605,4.705711681367396,3.0
despic,2.18876259595768,5.61196484526104,1.0
despis,1.2733805773941,3.38327372328876,1.0
despit,2.30141630931512,3.01651675492114,1.0
dessert,3.78397543575379,3.77808986401214,1.0
destabil,3.74683965012054,4.1902269408925,1.0
destin,4.28472966287711,2.81724147281729,1.0
destroy,4.407209534382352,4.49983238176287,5.0
destruct,5.30219074274009,4.83100957709943,1.0
detail,3.3230021717380906,2.6489689639899066,3.0
detain,4.30946380560806,5.35063328986491,1.0
detaine,4.03048196019749,5.84398146310925,1.0
detect,3.7022817907199848,3.41521215956913,2.0
deter,1.7667716092504002,3.57096622102865,2.0
deterior,3.39023208670628,4.50332130577625,1.0
determin,4.040838928000054,3.447587836378993,3.0
deterr,2.17119373266594,3.87186391468743,1.0
detest,1.46004069057109,4.66314813910079,1.0
detour,3.0714381908138,2.53717819500501,1.0
detract,2.30598882554853,3.06602440398195,1.0
detriment,2.79271768489079,3.21708828199323,1.0
detroit,5.65691740569421,3.60441878590041,1.0
devast,5.60519229069187,5.36356102810235,2.0
develop,3.19714088026012,3.0224655229235884,5.0
development,4.99652470502726,4.80157174588036,1.0
devic,3.473789908545685,2.60110679139585,2.0
devil,3.8240210649403,4.1181842906172,1.0
devolv,2.2953985490635,2.11752137347988,1.0
devot,2.45938167816536,2.61742946513714,1.0
dhaka,4.51634311929533,4.41260864966574,1.0
di,4.66099517995737,4.43669588892659,1.0
diagnos,4.64398427447404,3.736121678919115,2.0
diagnosi,5.37652760796475,4.04879907042615,1.0
dial,3.22619687377354,2.51453536990202,1.0
diamond,5.30793038981398,4.265847753049631,2.0
diana,5.32417771883584,4.55404299528582,1.0
diaper,3.88600693383328,4.86275951562651,1.0
dick,1.38104293413086,2.53554982353203,1.0
dictat,2.16447098556574,3.2939594157866,2.0
dictatorship,2.73752984367014,3.89639201632662,1.0
did,3.70446118221734,2.41224152910649,1.0
didn,2.09591309241447,1.95895845661247,1.0
didnt,3.17185173473354,1.88979388378343,1.0
die,5.4137550820177625,4.98601904859519,3.0
dy,5.4101496203218,4.70402037255606,1.0
diet,4.165063113926335,3.19337925362404,2.0
dietari,4.43771198194764,3.59389494813211,1.0
differ,2.50924938909796,2.02147914285928,5.0
difficult,4.64602059981404,3.83047191853006,1.0
difficulti,3.50297894917734,2.70445149705302,1.0
dig,2.962588961848665,3.177317875877375,2.0
digest,4.98685743783692,4.279319737318625,2.0
digit,4.62394651957673,3.7593189907399,1.0
dihearten,2.33399398365416,2.23877081014407,1.0
dim,2.32067564977877,2.94258706795683,1.0
dimaukom,2.33399398365416,2.23877081014407,1.0
dingu,1.31633862763883,1.267965232361,1.0
dinner,2.8786079763939,2.15791117099358,1.0
dioxid,4.1204831596557,4.57559272460673,1.0
diplomaci,2.31926154188007,2.71599792089012,1.0
diplomat,2.32991678135043,1.92386219333601,1.0
dire,3.4932429102099,4.25436749582252,1.0
direct,3.3904150516642804,3.3658717704800774,4.0
directli,3.70811906526804,3.53935685369137,1.0
director,3.41796681046104,3.8412108557709,1.0
dirt,2.84462087377452,2.67868100413789,1.0
dirti,2.91809025205893,4.51721381247335,1.0
disabl,5.106464222795285,4.35240367350302,2.0
disadvantag,3.6732542826736,2.6512346508715,1.0
disagre,1.92078057924423,1.7547185718775,2.0
disagr,2.61336935871094,2.34696994967873,1.0
disappear,2.8211266716059082,2.415100594065178,5.0
disappoint,1.68896727543631,2.959960709021325,2.0
disapprov,1.3667287804131,3.98100989385171,1.0
disassoci,3.56934925493035,3.0666091615799,1.0
disast,2.829121962422265,2.3343039447713148,2.0
disastr,1.97921109254698,3.28180668243341,1.0
disband,2.53899074621158,2.21107095561716,1.0
disbelief,2.05871237766183,4.68751313680154,1.0
discard,2.72144259220305,4.07585522503487,1.0
disciplin,3.62410772863069,4.20769663186744,1.0
discomfort,3.9358730741392,4.09917530512065,1.0
disconnect,2.53593704641636,2.9190327905713,1.0
discontinu,2.83307261198583,5.17640970481552,1.0
discord,3.2615099138191,3.87257237531692,1.0
discount,3.76342827838377,3.3577775215226,1.0
discourag,1.82375990297194,4.55763242945069,1.0
discov,3.970088663674314,3.7842349885361535,3.0
discredit,1.94714995694965,4.07297248998912,1.0
discrimin,4.76704334061267,4.564483228410213,4.0
discriminatori,3.64385308313798,5.15427044393393,1.0
discu,3.5399747558836454,3.1762423890986753,2.0
discuss,2.1565301415471634,1.7079740984257068,3.0
diseas,5.641590767570365,4.377891395524645,2.0
disenfranchis,5.32922264324506,4.70245934467024,1.0
disgrac,1.92478192120583,5.011033743306545,2.0
disguis,1.565694542380585,2.31855431537273,2.0
disgust,1.8996907801084224,5.033978727766438,4.0
dishearten,3.36042836857022,5.17344783426844,1.0
dishonest,1.12949620687347,4.02649404162223,1.0
dishonesti,1.95344203229201,3.89053665019894,1.0
dishonor,3.24162006192983,4.662495863664,1.0
disingenu,2.28886683494651,3.6675396514809,1.0
dislik,1.46762457915828,2.51111476950029,1.0
disloy,2.18664621039594,4.80207480932737,1.0
dismantl,2.2529141993104527,4.226422235134818,4.0
dismiss,3.03882104634821,3.57926681544662,2.0
disney,3.93129739675854,2.9146013168899,1.0
disobedi,2.5355077205297,4.87265945243182,1.0
disord,4.50515673280277,4.070405401692475,2.0
disorgan,3.19663701809849,4.43919713458913,1.0
disori,5.27323953424016,4.78812815374114,1.0
dispar,3.19698641338945,4.59429538345054,1.0
dispatch,3.98258967594598,3.97700914909421,1.0
dispers,4.6032160787462,4.17184231586796,1.0
displac,5.2205224473587295,3.42647283697297,3.0
display,3.06366129363972,2.84193016407884,1.0
dispos,2.71683220689082,3.899061400080585,2.0
disput,3.147122745596377,2.9551026232685764,3.0
disregard,2.434448470679725,4.500142428962735,2.0
disrespect,2.899690679063525,5.31161337586224,2.0
disrupt,3.96520197857742,4.378415340014094,3.0
dissapoint,3.3700909444609337,2.51908108524667,3.0
dissatisfi,1.8182052158066,3.62285882444533,1.0
dissect,3.86473196051385,4.06108696438361,1.0
dissip,3.25713261867394,3.2966346618059,1.0
dissoci,2.87097057259343,3.24813577904296,1.0
dissolv,2.97713459404231,2.15912651497861,1.0
distanc,5.04392725281945,2.79223189876442,1.0
dister,2.33399398365416,2.23877081014407,1.0
distil,4.21722427880331,3.44821381003834,1.0
distinguish,3.3896773568854996,2.04264906550648,2.0
distract,2.51042848225173,3.36584094835706,1.0
distraught,5.05941822324572,5.68609580528316,1.0
distress,5.260017168235615,5.911260356844675,2.0
distribut,4.5131620931827,3.08938259613363,1.0
district,5.44696841417975,4.73080720997934,1.0
distrub,3.0368576798154,4.89127467195531,1.0
distrust,2.49833479218233,4.1839333995701,1.0
disturb,2.789725619928767,4.5507252088287835,4.0
disturbingli,1.24605115931562,4.19210596631433,1.0
diver,2.86421784630557,2.60976428246835,1.0
diversifi,2.94281033022899,3.68698532466972,1.0
divers,4.09709118115166,3.33166037161064,1.0
divid,3.5602908979918273,4.3599692199324025,4.0
dive,2.81997187914795,2.46655983724716,1.0
divis,3.5631524730913,4.5584772496051,1.0
divorc,3.935365937911803,2.7485731308252963,3.0
divulg,2.70562202026631,2.39203901461334,1.0
dn,3.30154298429063,1.87629271410933,1.0
dna,3.53282846570196,3.5655493992771,1.0
dnc,4.40164963000578,3.38760346713771,1.0
do,3.1155493461715746,2.92511250033365,2.0
doabl,2.95115965594212,1.91558349848621,1.0
doc,3.49704239430874,1.86468218653209,1.0
doctor,3.8574197930661454,4.361940862823275,2.0
document,4.32575928638489,3.68570217382884,4.0
doe,2.78448605740085,1.86094888647818,1.0
doesn,2.47114801536006,2.1696486911382,1.0
doesnt,2.28008044962641,1.49589742496569,1.0
dog,4.74047359945344,4.853879968335395,2.0
dogma,3.15851732298702,3.45605185246732,1.0
doherti,5.70322349359855,4.79491987438195,1.0
dollar,2.574096643921805,3.323183856344805,2.0
dolphin,5.43218137270588,4.97418345481893,1.0
domain,3.51870670048827,1.84254606863955,1.0
domest,2.7567836453883947,3.09118289135466,2.0
domin,2.25893042632203,2.2187073023418202,2.0
don,2.37197385564447,2.45898243790854,1.0
donald,3.503651008613,3.94195358370659,1.0
donat,5.010522620174912,3.862925209340934,5.0
done,3.70420726652182,3.61621277621855,1.0
donor,3.90157834079278,2.00091198955312,1.0
dont,2.55378302756897,1.87270536195769,1.0
doom,3.0500054874139,2.91194294750326,2.0
doomsday,2.73672491545439,3.17094484563159,1.0
door,3.10518312937931,3.20708788242791,2.0
doorstep,4.90602807318538,4.39762687773511,1.0
dope,1.8559238034094,2.50582225935696,1.0
dosag,4.23071279014727,4.76243023929737,1.0
doubl,2.8947523126540347,4.67698372987015,2.0
doubt,1.21046312803329,2.72816975801921,2.0
dougla,5.30342822448575,4.17122543303804,1.0
down,2.70824553733827,3.62886631010036,1.0
downfal,1.844961475711,1.7030055788756,1.0
downplay,3.35647814573517,3.37276787136488,1.0
downtown,4.69488685437258,4.15886942883782,1.0
downward,2.60407333310895,3.84059618168728,1.0
dozen,2.08380373495278,3.87517126995274,2.0
dr,4.37767973648148,3.66915325817236,1.0
drag,2.5131528229633,3.6572234782481248,2.0
drain,2.70128574242736,3.46124911054253,1.0
drainag,4.6420164654347,3.67252947173409,1.0
drake,4.87206263259944,3.60849401652107,1.0
dram,3.49266475582188,2.36431610820916,1.0
dramat,2.82271693233734,2.73267308850723,1.0
drank,3.60935569727909,2.7696039415258,1.0
drastic,2.207634348792355,3.714029596639225,2.0
draw,4.8479745572803,4.436564343138745,2.0
dream,2.7075455311357337,2.5798326866918235,3.0
dreamworld,1.25429399223357,1.58482926824633,1.0
drescher,5.03273115752884,4.42150387333373,1.0
dress,1.88281561509634,2.47145268858799,1.0
drier,2.44244682811175,2.19687793036933,1.0
driest,2.9596119763937,3.39147910634197,1.0
drill,2.1260211495934667,3.410543178015587,3.0
drink,3.62798034316106,2.421851624008367,3.0
drive,4.2178207678496165,3.4423297955995067,3.0
driven,4.02890898809509,3.92921536322884,1.0
driver,3.6342041299714953,3.421925905695955,2.0
drone,3.70889632657828,2.78553860518264,1.0
drop,3.634588518413907,3.6571843985973698,3.0
drought,3.769005737328375,3.9245909276612148,2.0
drove,4.4086734679891,4.59275964365608,1.0
drown,4.357590618858446,4.745767917637736,3.0
drug,3.031649352977537,4.065292730937526,3.0
drum,4.43198990350884,4.77612314343509,1.0
drunk,3.02774560801131,3.16978493527413,1.0
dri,2.617400595661965,3.41208385233955,2.0
dto,3.77230169814461,2.66859502556986,1.0
dubai,3.67444077242638,4.1904772983524,1.0
dubiou,1.15024670677146,2.17648923630933,1.0
dubos,6.43950677509016,5.65743107021552,1.0
duckworth,6.43804711087136,5.29264537065891,1.0
dude,2.0957870524379,1.7998864785036,2.0
due,4.0251935426401,3.48609857025141,1.0
dumb,1.29975831042333,1.82522184727923,1.0
dumbass,1.15743807831838,1.09948164153971,1.0
dumbest,1.27669393160145,2.13752454116837,1.0
dump,1.82582355910678,4.336056782646275,2.0
dunford,2.33399398365416,2.23877081014407,1.0
dunno,1.31249627559881,1.05475101063036,1.0
durango,4.24896530425976,3.98082744586932,1.0
dure,3.80433693385823,2.80375853434356,1.0
dust,2.83745137648209,2.85093443069065,1.0
dutert,3.95889043287847,4.77506259864582,1.0
duti,3.81095558219552,3.6681226587281,2.0
duvet,3.53865750594953,4.94747555394835,1.0
dwell,4.33039639315019,3.334015154871,1.0
dwindl,3.50808213765648,3.91779044686744,1.0
dylan,4.60852022607938,4.45629546535709,1.0
dynam,3.11538704516192,2.62468330614241,1.0
dysfunct,2.56982207525687,3.68053701819198,1.0
e,4.25521722996945,3.41930209488802,1.0
each,3.01375773848877,3.76394084827372,1.0
eager,3.42421008763654,3.81014737453135,1.0
eagl,6.2672951919403,3.18882645964054,1.0
ear,3.58647060422061,2.19387653791912,1.0
earlier,2.40886580093759,1.93936265150185,1.0
earli,4.60391600355704,3.13427633175781,1.0
earn,3.908736493863447,2.55013360315847,3.0
earth,5.3146726645187,4.907638124197415,2.0
earthli,4.75022210383511,4.18606698362445,1.0
earthquak,5.106061999322501,2.33595158940353,2.0
eas,4.01466307357666,3.69747176650765,1.0
easier,4.11739314260885,3.02528974890842,1.0
easili,2.93380444354128,2.80250684954208,1.0
east,3.78322364457025,3.61701403715688,1.0
eastern,2.99393162470047,2.58072774669312,2.0
easi,4.99892914166331,2.86445263920509,1.0
eat,3.6546687044325803,3.609927644139027,3.0
eaten,3.74661793467259,4.2362830692899,1.0
eater,3.3339540307104,3.37814561801742,1.0
ebeid,2.33399398365416,2.23877081014407,1.0
ebhelp,2.33399398365416,2.23877081014407,1.0
eclud,2.33399398365416,2.23877081014407,1.0
ecnomiohyla,2.33399398365416,2.23877081014407,1.0
ecolog,5.772635551163355,4.3547479854559,2.0
econom,3.9427212643973566,3.0846673047292033,3.0
economi,3.037573589890015,3.5775166156159903,2.0
ecosystem,4.36529576702589,3.72043419861379,2.0
edema,4.7467254428358,3.71186298301375,1.0
edg,4.27337523446512,3.5375038343417,1.0
edinburgh,4.68492506547535,4.1671318665726,1.0
editor,3.51074187908231,2.39812597452342,1.0
editori,3.42609944340789,1.90195279813319,1.0
educ,4.129913520626038,3.1997952082984153,4.0
ee,3.6154785236885,1.77457972978594,1.0
eeri,3.72754314854702,4.475259952394,1.0
effect,3.2706975598173553,2.912375585477918,6.0
effici,4.17557400096769,3.4700743921636947,2.0
effort,2.641697805852725,2.73613650450696,2.0
eg,3.73959198377732,1.72618064477373,1.0
egg,2.4246228384551003,4.04529536221653,2.0
ego,2.94850159119026,2.57020123526971,1.0
egoist,1.92262375255502,3.21981056194063,1.0
egotist,1.67654233946058,2.2929526892292,1.0
egregi,1.56648350631025,4.45723882916744,1.0
egypt,5.13876524685333,4.4984617579,1.0
eh,1.3854068630009,1.11958807153089,1.0
eight,4.244086364574,4.60195676616649,1.0
eighti,3.27516804699519,2.9033096234859546,2.0
either,1.13167908373534,1.11598735887575,1.0
eject,4.05490662014416,3.72298725400673,1.0
el,3.11106023098512,2.21648146271145,1.0
elction,2.33399398365416,2.23877081014407,1.0
elder,4.924627546251985,3.74829464545008,2.0
elderli,4.78519400455719,4.8534185818342,1.0
eldest,3.84961409473308,3.44703168525092,1.0
eleanor,5.00876429976927,3.6787823032881,1.0
elect,3.301263727350316,3.3615918007154697,5.0
electr,5.14532285563824,5.16520679052101,1.0
electrocut,4.51395047657287,5.6567053280433,1.0
electron,5.56247781018984,4.39848989000776,1.0
elementari,4.7205347258255,4.68507721152005,1.0
element,3.91963740862529,3.46819884875288,1.0
eleph,4.95940919349035,5.20708697490564,2.0
elev,3.5754101095715973,3.7189394092490304,3.0
eleven,3.18073800060275,4.35193412061992,1.0
elig,3.64117032535592,2.55676053529213,1.0
elimin,3.19316951267768,4.42806244522601,2.0
elit,3.01487721843748,1.37870352831652,1.0
ell,4.88437984076089,4.97703363274807,1.0
els,1.19553682383992,1.39865107285972,1.0
elton,4.5554761007685,4.06001964102576,1.0
email,3.69949955337355,4.34586856426263,1.0
embarrass,1.51569790101453,2.7429533072955055,4.0
embolden,3.32733074619156,4.489927167446665,2.0
embrac,3.56709713150285,4.353849306967735,2.0
emerg,3.6245687658234953,2.9363596655786752,2.0
emiss,2.49808574816776,3.69902966047154,1.0
emit,3.97396944536638,4.3631374294853,1.0
emot,5.4633200331874345,4.956404201235342,4.0
empath,6.30825483860347,5.4010317068893645,2.0
empathi,6.05986412659468,5.59410211255554,1.0
emphasi,4.12997099050989,2.17158926698293,1.0
empir,2.82928730112135,2.90130394490326,1.0
employe,3.05593524676463,4.1220125805552446,2.0
employ,3.1751791446849,2.90915888222644,1.0
empow,4.49754463112259,4.71468393139532,2.0
empower,5.68310288793839,4.65097207601646,1.0
empti,2.82009882466308,3.80635265799943,1.0
emu,3.0581366146053,1.46706627188708,1.0
enabl,4.57692239633665,4.20529179110798,1.0
encamp,4.86458606466103,4.03852368168751,1.0
encircl,5.56764274891324,5.46522277990102,1.0
enclos,4.01313581417167,3.87094329336154,1.0
enclosur,4.83394964685129,3.5204082046146,1.0
encount,4.061451794608897,3.2810997525173136,3.0
encourag,3.320268521108072,4.354690509606168,5.0
encroach,4.58017266471893,4.05575291756073,1.0
end,3.1465669851240623,3.061081547806025,4.0
endang,3.8439934751414433,5.04677205422313,3.0
endless,3.02276805247424,4.04372437886697,1.0
endors,2.407171069302895,4.3163777878338845,2.0
endur,4.919491757838765,5.24979396100876,2.0
enemi,4.74645824170532,4.7249174376866705,2.0
energet,5.0118377421411,4.57009535658161,1.0
energi,5.11949835920978,5.03837286836007,1.0
enforc,2.495167825286705,2.641222262587545,2.0
engag,4.17631009135833,3.52003927866482,4.0
england,3.55314321722447,3.18978182397166,1.0
engulf,4.96110550156069,4.94403777948904,1.0
enjoy,2.75823864213226,2.2776884043509598,3.0
enlarg,3.38195255348556,4.02300106962787,1.0
enlighten,3.82947824971342,2.81102536755119,1.0
enorm,4.3528327894133,4.6161478247027,1.0
enough,2.21033684782514,2.38457388994848,1.0
enrag,4.04373379998902,4.67492518872051,1.0
enrich,4.81960611687925,4.5763939730719,1.0
enrol,4.36336199799266,4.64578279309754,1.0
ensu,2.4780633579607203,2.092405796045015,2.0
ensur,4.95435155415576,4.80722853638504,1.0
enter,3.7705477424981133,3.6061610410397935,3.0
entertain,2.1971119654586175,1.6959334210807677,4.0
entir,1.54565212522887,2.6013333673043597,2.0
entireti,2.18310217995924,2.6327520622855,1.0
entitl,2.92082348841228,2.46161513802791,1.0
entranc,3.06235879876081,3.06449921486853,1.0
entraprenerurship,2.33399398365416,2.23877081014407,1.0
entrepreneur,2.96998855862985,2.00331812117703,1.0
enviornment,5.34758970120614,4.2345549945833,1.0
enviro,4.69991547704345,2.88443738157155,1.0
environazi,2.99391040770404,4.17350230572395,1.0
environ,4.791077726215915,4.1473196895493505,2.0
environment,4.78633953096237,3.5705939353913054,2.0
environmentalist,3.6781632046015,3.25945556672694,1.0
epa,4.81010196243489,3.74218600366407,1.0
epidem,3.19038874144388,3.90051800343484,1.0
epitom,3.20584441775603,3.29825714738238,1.0
epitomi,3.72008253559326,2.82630461914733,1.0
equal,3.4679285284027115,3.417547116849538,5.0
equip,2.99533066869181,3.13749882759673,1.0
er,2.18536087985147,1.57993257497663,1.0
erad,3.79260893647098,4.93734746453237,1.0
eras,3.58297727171202,4.43159984648235,1.0
erdoğan,2.33399398365416,2.23877081014407,1.0
eric,3.54143281053906,2.83085377242244,1.0
eros,4.65168728694815,3.96844985243726,1.0
error,2.88771708111903,3.52233568577864,2.0
erupt,4.16382658306528,3.78942989233814,1.0
erv,3.92386568818459,3.74638959122466,1.0
escal,3.6398230697078335,5.06305672152678,3.0
escap,3.2768942089078075,2.591998406812702,4.0
escort,4.4479668835889505,4.100455071092025,2.0
especiailli,2.33399398365416,2.23877081014407,1.0
especi,4.18884891542075,2.96131380896225,1.0
essay,4.60754282882567,2.6538442834715,1.0
essenti,2.06495550528983,1.84815067268424,1.0
establish,3.4824518751487674,3.0656690280534122,4.0
estat,3.74093053683953,1.75136568260384,1.0
esteem,3.55033894578684,3.7258205741294,1.0
estim,4.194716537575027,3.5208997071618335,3.0
