empathy	distress	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	fear	surprise	anger	hope	disgust	joy	neutral	sadness
3.6666666666666665	1.0	Dear friend, I have just finished reading an article that has made me upset. The article was about polar bears and the problems they are facing due to the shorter ice season in recent years. It is very troubling because the bears are suffering and dying due to the shortened ice seasons. I really hope scientists can find a solution soon.	Hope/Neutral	1.0	2.0	5.0	29.0	44000.0	5.5	6.0	4.5	6.0	5.0	3.714	3.0	3.429	3.429	0	0	0	1	0	0	1	0
3.6666666666666665	1.0	Dear friend, I have just finished reading an article that has made me upset. The article was about polar bears and the problems they are facing due to the shorter ice season in recent years. It is very troubling because the bears are suffering and dying due to the shortened ice seasons. I really hope scientists can find a solution soon.	Hope/Neutral	1.0	2.0	5.0	29.0	44000.0	5.5	6.0	4.5	6.0	5.0	3.714	3.0	3.429	3.429	0	0	0	1	0	0	1	0
6.5	5.875	PTSD is something I personally know because I have friends with it. It is no joke and really makes people feel vulnerable. The troubles of war are something real dangerous and really make you think twice about enlisting. I think we must do what we can to research this and hope for better outcomes for people.	Hope/Neutral	1.0	6.0	2.0	32.0	35000.0	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	0	0	0	1	0	0	1	0
6.5	5.875	PTSD is something I personally know because I have friends with it. It is no joke and really makes people feel vulnerable. The troubles of war are something real dangerous and really make you think twice about enlisting. I think we must do what we can to research this and hope for better outcomes for people.	Hope/Neutral	1.0	6.0	2.0	32.0	35000.0	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	0	0	0	1	0	0	1	0
6.5	5.875	PTSD is something I personally know because I have friends with it. It is no joke and really makes people feel vulnerable. The troubles of war are something real dangerous and really make you think twice about enlisting. I think we must do what we can to research this and hope for better outcomes for people.	Hope/Neutral	1.0	6.0	2.0	32.0	35000.0	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	0	0	0	1	0	0	1	0
5.0	3.125	This article is something i can really agree with. I had never thought of how places like zzos and themeparks are abundant with little minds that should not be subject to smoking. I think cigarettes should be considered something like alchol were you cant drink in public you cant smoke either. These children see others smoking and in there mind this is a norm and okay. I think this generation not growing up witht hat around them will set them up to make better choices in the future and be more healthy. There is a real chance to cut potential new smokers and get rid of the popularity of smoking for generations to come. I am all for this proposed ban and see no harm from imposing it.	Hope/Neutral	2.0	3.0	1.0	27.0	25000.0	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	0	0	0	1	0	0	1	0
5.0	3.125	This article is something i can really agree with. I had never thought of how places like zzos and themeparks are abundant with little minds that should not be subject to smoking. I think cigarettes should be considered something like alchol were you cant drink in public you cant smoke either. These children see others smoking and in there mind this is a norm and okay. I think this generation not growing up witht hat around them will set them up to make better choices in the future and be more healthy. There is a real chance to cut potential new smokers and get rid of the popularity of smoking for generations to come. I am all for this proposed ban and see no harm from imposing it.	Hope/Neutral	2.0	3.0	1.0	27.0	25000.0	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	0	0	0	1	0	0	1	0
5.0	3.125	This article is something i can really agree with. I had never thought of how places like zzos and themeparks are abundant with little minds that should not be subject to smoking. I think cigarettes should be considered something like alchol were you cant drink in public you cant smoke either. These children see others smoking and in there mind this is a norm and okay. I think this generation not growing up witht hat around them will set them up to make better choices in the future and be more healthy. There is a real chance to cut potential new smokers and get rid of the popularity of smoking for generations to come. I am all for this proposed ban and see no harm from imposing it.	Hope/Neutral	2.0	3.0	1.0	27.0	25000.0	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	0	0	0	1	0	0	1	0
2.333333333333333	2.75	This whole situation is alarming.  It's scary that such sick individuals exist out there that will commit such horrible crimes.  It makes me feel like the world is a scary and horrible place.  I'm not really sure what else to say about it.  I hope justice works and is brought against these people.  This type of thing should never happen and I feel bad for the victims and families involved.  	Fear/Hope	2.0	7.0	1.0	38.0	42000.0	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	1	0	0	1	0	0	0	0
2.333333333333333	2.75	This whole situation is alarming.  It's scary that such sick individuals exist out there that will commit such horrible crimes.  It makes me feel like the world is a scary and horrible place.  I'm not really sure what else to say about it.  I hope justice works and is brought against these people.  This type of thing should never happen and I feel bad for the victims and families involved.  	Fear/Hope	2.0	7.0	1.0	38.0	42000.0	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	1	0	0	1	0	0	0	0
2.333333333333333	2.75	This whole situation is alarming.  It's scary that such sick individuals exist out there that will commit such horrible crimes.  It makes me feel like the world is a scary and horrible place.  I'm not really sure what else to say about it.  I hope justice works and is brought against these people.  This type of thing should never happen and I feel bad for the victims and families involved.  	Fear/Hope	2.0	7.0	1.0	38.0	42000.0	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	1	0	0	1	0	0	0	0
1.0	2.0	This is a very disturbing article and i really hope that the girl grows up to be a decent person. What she had to go through was nothing that a child should ever have to go through. It was terrible and disturbing to say the least. Those two parents should be put in jail for their whole life or even the death sentence. The fact that thye can do this to a minor, let alone their own daughter, is so bad.	Anger/Hope	1.0	6.0	1.0	29.0	85000.0	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	0	0	1	1	0	0	0	0
1.0	2.0	This is a very disturbing article and i really hope that the girl grows up to be a decent person. What she had to go through was nothing that a child should ever have to go through. It was terrible and disturbing to say the least. Those two parents should be put in jail for their whole life or even the death sentence. The fact that thye can do this to a minor, let alone their own daughter, is so bad.	Anger/Hope	1.0	6.0	1.0	29.0	85000.0	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	0	0	1	1	0	0	0	0
1.0	2.0	This is a very disturbing article and i really hope that the girl grows up to be a decent person. What she had to go through was nothing that a child should ever have to go through. It was terrible and disturbing to say the least. Those two parents should be put in jail for their whole life or even the death sentence. The fact that thye can do this to a minor, let alone their own daughter, is so bad.	Anger/Hope	1.0	6.0	1.0	29.0	85000.0	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	0	0	1	1	0	0	0	0
