message_id	response_id	article_id	empathy	distress	empathy_bin	distress_bin	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	conversation_id	speaker_id	speaker_number	split	essay_id
		58	4.333333333333333	6.125			In Valenzuela the animals in the zoo are starving.. The staff cannot afford to feed them many days. This is so sad and disturbing. These poor animals have no freedom and cannot go anywhere to find food. That is torture and wrong. Someone needs to step into this sad situation before it gets any worse. 	Sadness	2	5	1	28	50000	6.0	6.0	5.0	4.5	3.5	5.0	4.143	4.857	5.0	40.0	16.0	1.0	train	39.0
R_2YSo0mxaFU2yiU6_4	R_2YSo0mxaFU2yiU6	297	5.332999999999999	5.75	1.0	1.0	Wow, what a horrible and terrifying accident,I feel very bad for the people involved and their families. I wonder what caused this terrible accident, I hope that it was not any human error, because that makes it worse to deal with. I cannot imagine being on that train and the intensity of the accident. It makes me feelvery sad thinking about the deaths of those people on board.	sadness	2	6	1	46	52000	6.5	5.5	5.0	6.5	6.5	3.714	2.143	3.714	4.428999999999999					
		146	1.0	1.0			I'm sorry for the hate crimes happening against Muslims and others, but to blame this on Trump is absurd.  It's more of the left wing media trying to pin things on him.  There have been hate crimes going on for a long time, and even the article said they were at the same level they were in 2015 before he was even elected.  I would blame social media and the way people spread information now.  Plus a general anger that has entered society and people feel it is acceptable to take it out in violence against others.   	Neutral	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	272.0	24.0	1.0	train	271.0
		6	3.8333333333333335	3.125			I just read an article about MSF putting on simulated refugee experiences across the US. I understand their objective, but I can certainly see this as being a tedious and forced experience. You simply can't simulate the urgency and suffering that refugees have to go through. Your family isn't being rent in twain, your wife isn't being raped and your children aren't being sold into slavery. I know they have the purest intentions, but this just seems silly to me. The people who are attending these events already consider themselves empathetic; they aren't changing any minds with this kind of display.	Neutral	1	4	1	29	39000	6.0	6.5	1.0	6.0	5.5	5.0	2.286	3.286	4.143	124.0	25.0	2.0	train	623.0
		202	5.5	1.75			Dear friend,                                                                        I have just read a story about another police officer shooting. These seem to be happening all the time now and it is very upsetting. I hope that one day something can be done about all of this. It is sad to think about .	Hope/Sadness	1	2	5	29	44000	5.5	6.0	4.5	6.0	5.0	3.714	3.0	3.429	3.429	281.0	7.0	1.0	train	280.0
		174	7.0	6.5			This is a horrific story. It is about islamic militants capturing villagers and using them as human shields. The villagers didn't have much, if any, of a choice to go with them. They also killed most of the police and army so the villagers had no one to protect them. It is absolutely horrifying for these people.	Fear	2	6	1	47	110000	7.0	6.5	4.5	5.5	7.0	5.0	2.143	3.571	5.0	259.0	57.0	2.0	train	758.0
		150	5.833333333333333	2.25			I just read a news article about a plane crash that killed China's forst woman to fly a J-1o fighter. That sounds like a horrible way to die. I am scared of planes for that very reason. There is nothing you can do about it. She was the very first of four woment to fly the J-10 fighter jet. The J-10 is a single engine fighter jet. She was very proud of herself for being the first woman to fly in the fighter jet.	Neutral	1	6	3	33	63000	7.0	7.0	5.75	6.0	7.0	4.1425	1.0	2.0715	4.2145	64.0	10.0	2.0	train	563.0
		299	6.166666666666667	6.0			IT angers me that we put out that plastic in the ocean for these animals in the first place. These animals do not know any better and we need to fi nd ways to improve these conditions I feel like anything other than changing the way we recycle is just not enough. Especially in these times that global warming is prevalent!	Anger	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	186.0	19.0	2.0	train	685.0
		19	7.0	3.0			This is a sad story about all of the people trying to flee Syria. It said that 1 out of every 50 people in the country have been killed due to war. I can't imagine living and trying to raise a family in this sort of situation. These people are obviously risking their lives trying to get out but they are also risking their lives staying.	Sadness	2	6	1	47	110000	7.0	6.5	4.5	5.5	7.0	5.0	2.143	3.571	5.0	244.0	57.0	1.0	train	243.0
R_1JL2ePKdivqfBS5_2	R_1JL2ePKdivqfBS5	121	2.833	2.0	0.0	0.0	Hate seems to be increasing in this country. I just read an article that hate crimes are going up. I don't know what's going on but people can't seem to handle themselves and use restraint. People are becoming too short-fused and trigger happy on attacking others with hate crimes. I hope things get better but the article didn't seem too optimistic. I guess the more we talk about this kind of stuff the better so it doesn't get ignored. It's an important issue.	anger	1	5	4	40	70000	5.5	5.5	2.0	6.5	5.5	3.857	1.857	2.714	3.286					
R_2wRKPnAacnMnEsZ_4	R_2wRKPnAacnMnEsZ	255	2.333	3.75	0.0	0.0	I don't know why is that the people was injured. But what a horrible new, I know that this kind of incidents perturb a lot to the citizen of that country. Powerful nations need to create associations to defend those countries that suffer from the injustice. Some countries around have leaders that abuse from their people. This kind of situations must be investigated and punished by an international organism.	sadness	1	6	1	24	62000	7.0	7.0	7.0	4.0	7.0	4.571000000000001	1.286	2.857	4.428999999999999					
		39	6.0	1.75			This is a sad story about one wolf who was being tracked and had traveled more than 700 miles. It was shot and killed in Montana by a sniper. I'm not real sure of the reason for the killing because the article said that it is part of a federal program. I feel bad for the wolf but am not real clear on if the program is necessary or not.	Sadness	2	6	1	47	110000	7.0	6.5	4.5	5.5	7.0	5.0	2.143	3.571	5.0	317.0	57.0	1.0	train	316.0
		301	5.0	6.0			This article was so disturbing to read through. I feel like theres so many different levels to these happenings and something has to be done on each to prevent little children from getting these pills in there hands. On the level of the manufactorers we need to have way better packaging like codes the kids cant get into. Doctors prescribing these should ask if they have kids and tell them preventetive measures that should be taken to reduce the risk of exposure. Parents need to have a better understanding how easy it is for kids to get into these and die. So senseless dying of something so easy to prevent.	Neutral	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	420.0	53.0	2.0	train	919.0
		186	6.0	6.0			This article was a little hard to follow as I dont follow or know much about whats going on in the other side of the world. It is so sad to me that a war torn third world country has people living there that are afraid for there lives daily. The humanitarian effort is so noble but so sad they are at the hands of a corrupt governemnt and society. How could a government fail to protect its people and aid workers and let them be brutally attacked and raped at there own hands. Noone should be in a position where the power in the society is evil and able to do what they please with no consequence that is a very scary balance. Something needs to be done to help.	Sadness	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	345.0	53.0	1.0	train	344.0
R_3qDw2H978H7qwvX_3	R_3qDw2H978H7qwvX	171	6.667000000000001	1.75	1.0	0.0	Religion should be a freedom of choice. Some people are Christians and some are Muslims or Islamic. This makes me sad Christians chose a different religion so why should the Islams brutalize them and hurt them? That is cruelty and one of the reasons why there will always be war in those countries. I don't think I would ever want to visit those places, I would be very scared. They target Christians and kill priests. These people are heartless, forcing these people out of their home.	fear	2	6	1	38	59000	7.0	7.0	4.0	7.0	7.0	4.428999999999999	3.143	4.714	4.857					
		210	4.333333333333333	4.0			that was many people that were killed in that paris attack these muslims are out of control killing people left and right Trump is right to stop immigration from those countries to america we need to protect ourselves from these savages killing people who are out celebrating and havina good time something needs to be done	Anger	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	49.0	33.0	1.0	train	48.0
		169	4.0	2.375			I just read an article about a toddler that fell from a high rise apartment after his parents left his bedroom window open. I know that people are quick to jump to parental neglect, but sometimes the only way to keep your apartment cool is to keep the windows open. The recent heat waves across the planet have not helped with this at all. You can't help but feel sorry for the poor family.	Sadness	1	4	1	29	39000	6.0	6.5	1.0	6.0	5.5	5.0	2.286	3.286	4.143	76.0	25.0	2.0	train	575.0
		301	3.1666666666666665	1.625			This is so preventable!  Why aren't people more careful with their drugs?  It's crazy to blame something like this on pharmaceutical companies or anyone other than the drug users themselves, and there is really no excuse for a baby to ever get their hands on someone's medication.  Keep it in a cabinet very high up out of reach where the baby can not get to it, no exceptions!  This is ridiculous and the majority of the time the person doesn't even need to be taking the drug in the first place.  They are just abusing it due to their own addiction or weakness.  For shame.	Disgust	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	420.0	24.0	1.0	train	419.0
		148	1.0	2.25			I feel that this article is really disturbing because i feel so bad for the elephant. I feel that elephant are such gentle animals and people just take advantage of that. Elephants are one of the sweetest animals in the world and wouldn't hurt a fly. The fact that people are using elephants for entertainment and just taking them away from their families is really disturbing.	Sadness	1	6	1	29	85000	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	333.0	17.0	2.0	train	832.0
R_1JIKlQNZtgmcU6i_5	R_1JIKlQNZtgmcU6i	336	7.0	7.0	1.0	1.0	It's absolutely horrible how Indian government treats their people! Poverty, disease, no regulations when it comes to the environmental safety standards. My heart goes out to these people because they deserve to live in peace on this Earth and be healthy and prosperous just like everyone else. Such a blatant disregard for human life! India is like hell in Earth. I would lock up these government people in solitary confinement for life and let the fly ash befall on their heads so they can find out what getting tuberculosis and liver decease is like for these poor people!  The situation in India just never ends, makes you wonder where all these mega wealthy Indian royals are?!!! Why isn't the fly ash falling on them, or why aren't they drinking polluted water that causes lung illness!!!	anger	1	3	1	46	29000	7.0	7.0	7.0	7.0	5.0	4.143	2.714	5.0	5.0					
R_D6kCbvPIjlUSHAd_4	R_D6kCbvPIjlUSHAd	292	3.0	1.625	0.0	0.0	Did you hear about this shooting?  It appears to be random and utterly senseless.  An elderly man was killed and the suspect is now barricaded in his house.  There was a lot of misinformation early on about it being related to the election and that the suspect was a woman.  It's being reported now that both those claims are false.  I really feel for that man and his family.	sadness	1	6	1	31	40000	7.0	7.0	4.5	7.0	7.0	4.857	1.571	5.0	4.857					
		218	6.0	5.375			Reading this article on contaminated water is mind-boggling.   The work is done, reports are made, violations noted, and no one assesses any penalties.  Ludicrous!   Why do any of the work if nothing is done with the findings.  What other profession allows this!   Our government is ridiculous.   We need more Erin Brockovich's in this world to fine these folks millions and millions of dollars in fine.  I worry about our children.	Anger	2	6	1	62	29000	6.5	2.5	1.0	6.5	2.0	3.571	4.0	2.143	4.429	492.0	8.0	1.0	train	491.0
R_ai7GEqMhZmqarrr_2	R_ai7GEqMhZmqarrr	145	1.3330000000000002	1.0	0.0	0.0	I agree that this election is stressful. There seems to be a lot of tension between parties. People are worried about what could happen if Trump wins. I think all of the racists will come out of the woodwork. People won’t be comfortable. As a minority, I think things will feel different. People aren’t scared to post when behind a wall on social media.	fear	1	6	5	31	40000	4.5	4.0	1.0	3.0	2.5	3.0	3.714	3.714	2.714					
R_3QK3DgRo0DfNS48_3	R_3QK3DgRo0DfNS48	217	5.332999999999999	1.25	1.0	0.0	"I can sympathize with what these parents must be feeling. Not because I have raised a pre-teen, but because I can vividly remember that time in my life. Middle school is hard, ugly, and scary. I remember being bullied by girls that I idolized. I was fortunate to have a mother who was very caring and easy to talk to. She sympathized with me without making me feel like a small child who needed my parents to win my battles for me. She would say ""That's awful, honey. Now, what are you going to do about it?"""	fear	2	6	1	26	47000	6.0	5.5	1.5	7.0	6.5	4.0	1.714	4.2860000000000005	5.0					
		283	1.0	1.625			After reading this article, my immediate reaction is that it makes me a bit angry. I am angry at the fact that women still have to go by rules like this in today's day and age. It makes me angry that women need the permission of a man in order to be able to do what she wants. In today's world, anyone should be able to do anything and their freedom should not be restricted.	Anger	1	6	1	29	85000	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	179.0	17.0	1.0	train	178.0
R_2ckgAvLqxiOMF97_3	R_2ckgAvLqxiOMF97	175	1.167	2.75	0.0	0.0	I don't know much about the issues in Syria and other countries in the Middle East, but I'm not a fan of war or our place in these international conflicts. The United States has had military influence in the Middle East for way too long, and we were deceived by President Obama at the time he started office. He stated he would pull all troops out, but that never really happened. The troops may have decreased, but we have a strong presence there still.	anger	2	6	1	33	75000	6.5	7.0	3.0	3.5	2.0	3.714	4.428999999999999	4.857	3.714					
R_2ckgAvLqxiOMF97_2	R_2ckgAvLqxiOMF97	123	1.0	2.625	0.0	0.0	I would find it hard to believe that the students are still alive if they were handed over to the drug cartel. If these students were on a trip to hijack vehicles, then law enforcement should not use their time and resources to search for them, especially after 2 years. Their time should be spent on non-criminals.  But if they believe the police are the ones who handed them over to a drug cartel, then they should probably look into that then using these same people to locate them.	neutral	2	6	1	33	75000	6.5	7.0	3.0	3.5	2.0	3.714	4.428999999999999	4.857	3.714					
		326	6.0	6.0			I feel for anyone feeling targeted or unsafe under this president in office. I find that alot of worries are just fear mongering from liberal media. I think this happens with any president I know many whites were afraid of obama being in office and only serving african americans and same here they believe trump only will help out upper white class. But this just is not the case people need to be open and see he is actually helping many diverse communities and make us be one instead of dividing and hating. Also, I think it is right that more of the illigal immigrants should be worried as he directly said he is going after them which is just since they are breaking out us laws. 	Neutral	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	469.0	53.0	2.0	train	968.0
		7	4.0	3.875			"The situation in Aleppo makes me so sad. I'm reminded of the 2016 presidential elections when the independent candidate Gary Johnson was asked to give an opinion on Aleppo and he just said, ""What's Aleppo?"". Well, as this article says, it's not Pompeii. The devastation in the area is just horrible; I feel so bad for all the families there."	Sadness	2	6	1	25	60000	6.0	5.0	2.0	5.0	6.0	4.143	1.714	3.857	3.429	442.0	13.0	1.0	train	441.0
R_3m4qsrhUocZSs4L_3	R_3m4qsrhUocZSs4L	212	1.0	1.0	0.0	0.0	The United States should be ashamed  of how this last election went. It was sad that they could not be fair to other countries in the campaigning. Trump bullied other countries and the other bullies in the US voter for him. There is no reason why such a fool should be running our country. I know as Americans anyone can become president, but that does not mean that they do not have to be presidential material.	anger	2	4	3	34	30000	7.0	7.0	7.0	7.0	7.0	5.0	1.286	4.428999999999999	4.571000000000001					
		308	2.0	2.0			Wow, I had no idea squirrels had leprosy. That's crazy. And it's the same type that afflicts humans? I didn't think it was a very big problem or something worth paying attention to though. I wonder if this article is really true. It probably is. Leprosy is a pretty sad disease since it makes people nto feel pain and injure themselves.	Surprise	1	6	1	30	5000	3.5	5.5	1.5	3.5	4.0	3.429	2.857	3.429	2.143	436.0	52.0	2.0	train	935.0
R_1jiDZxx7qFmkgVt_2	R_1jiDZxx7qFmkgVt	96	3.167	4.875	0.0	1.0	I'm not sure what can be done but global warming is affecting us in many other areas then the ones we have seen and heard. Did you know our coffee crops are in danger of being wiped out? That's right, I just read this article detailing the struggles currently going on with coffee crop farmers. There is an intense struggle at the moment for them to maintain their crops and to keep them going. The warm temperatures have really threw a wrench into their day to day operations and maintaining the coffee crops has become quite a challenge. We are in danger of either paying really high prices on coffee or worse case scenario being without coffee period. This is very distressing for me. Can you imagine not having our cup of coffee daily to get us through the days? This is truly tragic.	surprise	1	6	5	42	88000	6.5	5.5	5.0	6.0	6.0	4.2860000000000005	1.857	3.857	3.857					
		148	5.0	6.75			A very disturbing article about animal abuse of an elephant.   The USDA had multiple fines, violations, etc. that were filed in favor of Nosey the elephant.   They have done absolutely nothing.  This is exactly why no one likes any division of the US government.   They have thousands of pages of forms you must complete and then they just sit on them and make no action.   It's very disturbing Nosey has had a difficult life which humans are responsible for.  	Disgust	2	6	1	62	29000	6.5	2.5	1.0	6.5	2.0	3.571	4.0	2.143	4.429	335.0	8.0	2.0	train	834.0
R_rdWwWMognANNEkx_1	R_rdWwWMognANNEkx	9	7.0	5.5	1.0	1.0	I just read an article where there was a horrible natural disaster. They were saying how the town is a virtual ghost town and workers weren't allowed to go back until they check the building further. Could you imagine what it would be like to be one of those people, I mean to lose everything you have? Things you've worked so hard to aquire just gone? And God forbid a loved one? I don't even know how you would begin to process all of this.	sadness	2	2	1	35	9999	5.0	7.0	2.5	7.0	7.0	5.0	3.0	4.143	5.0					
R_1DZ3upqcIzFhtH3_1	R_1DZ3upqcIzFhtH3	81	4.0	4.75	1.0	1.0	I think the girl may be as spy for another country. She sells the important information to another government. It may be leads to sever problem to the Pakistan Government. So, the Police Action is correct. The Police must be gathered from the girl. First thing is the girl did not the authorized person for enter this office. This is the first criminal activity. She theft the important information from the office. This is the severe criminal activity. So, the Girl must be punished severe. This is the big problem for the Government.	neutral	1	6	3	26	75000	6.5	2.0	5.0	2.0	4.0	3.0	2.286	3.571	3.286					
R_2v2qLGA7oS8x60x_1	R_2v2qLGA7oS8x60x	12	1.0	1.0	0.0	0.0	Hey, I wonder if this crash is related to terrorism. I bet it was. Seems like big accidents nowadays has something to do with terrorism. You got any family from Delaware? I don't. There is one thing I know, that I don't want to die in a vehicle accident. That has to be terrible. I guess if it's instant death then it's okay. I just don't want to suffer for a long time. I hope the people taken to the hospital are okay.	fear	1	2	1	45	31000	6.5	1.0	1.0	5.0	5.0	5.0	4.0	1.0	1.571					
R_XYauZjTjLrmzXhL_4	R_XYauZjTjLrmzXhL	272	4.0	3.0	1.0	0.0	JUst when you think things couldn't get much worse! I just can't imagine who in the world would kill, then mutilate a baby horse! It pretty much sounds like someone with a mental health issue is running around crazy with a gun. It is nice to know so many nonprofits are not only engaged in finding this criminal, but also to prevent this from happening again, I think the adult horses  were in better shape and that's why they survived. What kind of lazy loon would mutilate the little horse's genitals?	surprise	2	5	1	57	28000	6.0	6.0	6.0	6.0	6.0	4.0	2.0	3.857	4.0					
		247	6.0	6.0			I think what happens is just too sad. Anytime attacks like these are done on innocent people you can't help but try and think of ways you can prevent this. Paris is such a long historic place too and  to have these attacks happen there really makes you wonder if there is any place that is safe. That is the truth.	Sadness	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	217.0	19.0	2.0	train	716.0
		169	4.833333333333333	1.125			Dear friend,I am writing to tell you about a horrific story and article that I have just read. A small two year old boy fell out of his bedroom window and died while his parents thought he was asleep in his room. The window was open and he pushed the screen out and fell and died shortly after. It is such a horrible story.	Sadness	1	2	5	29	44000	5.5	6.0	4.5	6.0	5.0	3.714	3.0	3.429	3.429	78.0	7.0	1.0	train	77.0
R_2wRKPnAacnMnEsZ_3	R_2wRKPnAacnMnEsZ	236	1.0	2.5	0.0	0.0	I can't believe people spend their money doing that kind of parties. I think its not correct to be extremist in how much we support a president. White supremacists are dangerous people with crazy ideology. They promote horrible values to their sons and to the society, they are not respectful with other races and that hurt the society, specially here in United States that is a multi-cultural country. This groups should disappear from the map as soon as possible! Their ideology is useless in a country like this.	anger	1	6	1	24	62000	7.0	7.0	7.0	4.0	7.0	4.571000000000001	1.286	2.857	4.428999999999999					
		163	2.833333333333333	1.75			I feel some amount of sympathy for this girl because I can't imagine what it would be like to lose your eyesight like that.  In one brief moment the world goes from visible to invisible in an instant.  It's got to be nearly traumatic (although she seems to be remaining upbeat).  But I also don't feel that much sympathy because I want to know what she was doing when it happened.  Kashmir is a violent place. Someone like this should not be ignorant of the dangers in the region, including how police will respond to protests and uprisings.  I'm sure she wasn't just sitting in a peaceful cafe, minding her own business when she got blasted.  If she was part of a riot, then she got what she could have expected.  If she wasn't part of the unrest, then she should have fled the area.	Neutral	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	364.0	48.0	2.0	train	863.0
R_3CUaT7Wfp69pO4a_1	R_3CUaT7Wfp69pO4a	5	3.5	3.75	0.0	0.0	What a terrifying ordeal that these plaintiffs went through. If I was them, I would be suing whoever was responsible, too. I try to avoid putting myself into situations like these, but life often does not care what you want. I hope that these people get the closure that they are seeking. I know I would want closure.	fear	1	6	3	34	92000	5.5	4.5	2.5	2.5	5.0	2.857	3.143	3.0	3.143					
R_25vCdsEDRhPJ3w3_4	R_25vCdsEDRhPJ3w3	316	4.833	5.875	1.0	1.0	the war on terror that began with the initial war of America on Afghanistan for the purpose of eliminating Talibaan and restoring order and democracy there but this war has continue for quite some time and has turned the country in ruined . i think its about time we leave that country for good and let them live there life	neutral	1	6	1	27	74000	4.5	5.5	3.0	5.5	4.0	3.714	3.857	3.143	4.0					
		128	6.0	1.0			I just read this story about a female lawyer that is accusing Justice Clarence Thomas of groping her in 1999. He apparently tried to get her to sit next to him, cleared a space at the table next to him, and touched her butt. It's hard for me to really know with these stories because so much of it seems to be influenced by politics.	Neutral	2	6	1	47	110000	7.0	6.5	4.5	5.5	7.0	5.0	2.143	3.571	5.0	233.0	57.0	1.0	train	232.0
		94	2.833333333333333	3.625			Part of me feels sympathy for these people and the terror they're experiencing.  And yet part of me thinks that it's a problem of their own making.  These people are sheep.  Like Russians and many others, they are passive citizens, accepting their awful fate handed down by the powerful and zealous in their midst who have the drive to influence their will on others.  When do these people fight back?  When do these people actively pursue something better, instead of just being victims to their fate?  Other countries have done it.  Many countries have fought civil wars and become something better and more civilized on the other side.  Why, thousands and thousands of years later, can these people still not create stable cultures?	Disgust	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	141.0	48.0	2.0	train	640.0
R_2rB0hjJf3MDIvLy_1	R_2rB0hjJf3MDIvLy	28	5.167000000000001	6.625	1.0	1.0	I read an article about making the ivory trade legal, and it said it could cause the extinction of elephants. I find it extremely disturbing, since I can't imagine elephants being extinct. It makes me really angry that poachers are able to kill so many elephants, and that even if it's legal to trade ivory, the demand is still really high. I think finding a substitute for ivory is a better choice. No one actually needs ivory, and keeping it illegal seems like a better idea.	anger	2	6	1	39	21600	3.5	3.5	2.0	5.5	3.0	4.428999999999999	3.0	4.428999999999999	4.714					
R_2YV6IEQMUgozwQ1_2	R_2YV6IEQMUgozwQ1	165	4.5	4.25	1.0	1.0	I think in this day and age, there is no reason to be poaching tigers, or any other rare game for that matter. I've discussed this with my friends before, the poachers are generally low status people, trying to feed themselves, and they're selling to the highest bidder they can find. Even if you jail the poachers, more will pop up out of desperation. One day, we'll look back and see all of the greed killing rare animals purposefully, rather than the crappy way we move them out of their territories naturally as humans.	anger	1	4	1	30	50000	3.5	5.0	4.0	5.0	3.5	3.286	2.4290000000000003	2.714	3.714					
		91	6.833333333333333	5.875			So, I just read an article about an episode of Dr. Phil that features a young woman who was groomed and sexually abused by both of her parents because of a potential windfall from selling child pornography. I have a hard time wrapping my head around men who abuse their children for sexual gratification, but the fact that her mother was involved in this too makes it almost too horrible to be true. 	Disgust	1	4	1	29	39000	6.0	6.5	1.0	6.0	5.5	5.0	2.286	3.286	4.143	377.0	25.0	1.0	train	376.0
		116	2.333333333333333	1.0			This seems like a horrible situation with no real solution.  It is crazy that cholera is still an issue in 2019 but apparently it is going strong in some places.  I'm not sure that there is an obvious solution except maybe better sanitation for some of these people.  But I guess some of that is cultural and not much can be done to fix it.  Educating the people about it does not seem to have helped much, nor does vaccinating them.  So what do you do, really?	Anger/Disgust	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	351.0	24.0	2.0	train	850.0
R_2TZApHajsn2LnN7_4	R_2TZApHajsn2LnN7	281	5.332999999999999	4.0	1.0	1.0	I just read the article and i want to say i think its terrible anyone would actually blame the doctors for someone committing suicide. Of course its incredibly sad and i feel for anyone that has to go through what people like that do go through but how can these doctors be blamed. That means that anyone can be blamed for missing the signs and its too hard to tell when someone will actually commit to killing themselves even when they are making empty threats.	sadness	2	5	1	37	46000	6.5	5.5	4.0	6.0	4.5	4.2860000000000005	2.286	3.714	4.0					
R_3oZwv1aOvzgfBPT_5	R_3oZwv1aOvzgfBPT	364	4.0	1.0	1.0	0.0	An article talking about increasing the deportations of Haitians is one that I feel for those involved. Haiti has been brutalized by mother nature, and the Clintons, and people are trying to get somehwere to survive while the country recovers. The U.S. let's them in to ship them back out and that is a bit ridiculous. It's not a situation where those from Mexico just sneak over and hide from society. These people need help but it doesn't shock me that the U.S. wiould do this in a time of need. Sympathy felt but helpless to do anything about it.	sadness	1	6	1	50	65000	7.0	6.5	5.5	7.0	7.0	5.0	1.0	1.286	5.0					
		89	6.0	6.0			This whole article made my mood change so much. It is horrifying how people can do this to one another. They dont think about the other person as a lving being and that is so scary. These men should never be allowed out of prison for this brutal murder. They just tossed his body in a shallow grave and went on with there lives watching a payperview game. And the murder was just because he wasnt interested in one of them romantically that is insane! somehting is clearly not right in both of there minds for this to be okay. I feel for the man who lost his life in a horrible way for no reason at all.	Fear/Sadness	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	327.0	53.0	2.0	train	826.0
R_SJmBO1u0DDmEZH3_3	R_SJmBO1u0DDmEZH3	210	6.5	4.125	1.0	1.0	I rememeber where I was when the Paris attack happened. It was so terrible how I felt and how everyone around the world felt. These terrible people are trying to make us scared to do things we love. But I wont let them win. Im so happy the band decided to go back and give a concert. This has to be a statment for us all. Fear will never win!	fear	2	6	3	32	45000	6.0	4.0	6.0	6.0	4.0	3.143	2.714	3.286	3.714					
R_3oTOlb2UT21kncA_3	R_3oTOlb2UT21kncA	214	6.0	5.875	1.0	1.0	Just one week after Michael Bublé and wife Luisana Lopilato announced that their 3-year-old son, Noah, has cancer, Bublé’s friend and mentor David Foster gave an update on how the singer is coping.I think Michael, right now, is in a huge bubble, as you would expect when this happens. Everything shuts down around you,” the composer told Entertainment Tonight Canada later adding that Bublé will not sing again until his child is well.I’m certain of it he saidMany fans have reached out to the singer through social media, and Foster said that a few have contacted him wishing to extend their well-wishes and resources to Bublé. Though the diagnosis is heartbreaking, Bublé is “in good shape.	sadness	1	6	1	53	240000	4.0	4.0	4.0	3.5	3.5	3.143	3.143	3.0	2.857					
		34	5.833333333333333	6.0			I feel like as humans we should all feel the need to help them out. I think in cases like these were its a country that has very low resources with violence all around there should be some sort of humanitarian aid for the people. I believe very strongly that anything else is just not that good overall.	Neutral	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	263.0	19.0	2.0	train	762.0
R_b1TbRrcCazNh0Qx_4	R_b1TbRrcCazNh0Qx	306	1.0	1.75	0.0	0.0	An agency that I can't recall the full title of just released proof of the fact that the earth is getting warmer. Yeah, it was only a couple of degrees but that's how it starts, right? Something is causing the world, the United States in particular, to warm up. I know where I live that it's seems a lot warm than it was even 7 or 8 years ago. The seasons used to be predictable, but they don't seem to be that way anymore.	neutral	2	4	3	33	60000	6.5	6.5	4.5	7.0	4.0	3.286	3.0	4.714	4.857					
R_2w04my9euSVvknm_3	R_2w04my9euSVvknm	177	5.167000000000001	5.625	1.0	1.0	Another story that I am sending about Janet Reno. Thought she lived a good and long life, I always felt sorry for her and always wondered why she accepted the tough job of Attorney General. I felt sorry since she was often attacked for not only political reasons but her appearance also. She was unattractive and somewhat manly looking and the media used that against her. Made fun of her. This article mentions an encounter with Eleanor Roosevelt and her looks remind me of Janet. So maybe that is why she took the post. Wanted to be like her hero.	sadness	1	4	1	68	74000	4.0	3.5	4.0	4.0	3.5	3.286	3.714	4.0	3.714					
R_3m4qsrhUocZSs4L_2	R_3m4qsrhUocZSs4L	88	1.0	1.0	0.0	0.0	It is sad that people have nothing better to do than to get into other people's business. It seems that we are at an all time low as a society and that there is no respect for other people's privacy. This is what I see as the darker side of the internet. It opens the the door for behavior that should not be encouraged in for a safe and productive society.	sadness	2	4	3	34	30000	7.0	7.0	7.0	7.0	7.0	5.0	1.286	4.428999999999999	4.571000000000001					
R_vdj2zExWbAVjx6N_4	R_vdj2zExWbAVjx6N	329	3.167	3.125	0.0	0.0	You know I love playing devil's advocate and having random views on things. Well here's another one of my crazy ideas so prepare yourself. I think that the Mayor of Sacramento is blessed that's all that happened to him. Yes he may be upset and a little shaken, but he still gets to go home to his family and enjoy his wealth. He doesn't lose his job and he isn't majorly damaged. I would easily take a pie in the face if afterwards I was a rich white man who still had supporters behind me.	neutral	2	6	3	28	35000	4.5	7.0	4.0	6.5	5.5	4.571000000000001	3.0	5.0	3.571					
		150	4.333333333333333	2.625			It sucks that a woman was killed in this manner but these things happen. I am not sure who would actually be to blame for this as these things cannot be predicted. The fact that the female pilot was hit by another aircraft implies that protocols wwere not correctly observed though. The other plane should not have been close enough to hit her.	Neutral	1	2	1	30	30000	6.0	6.5	4.0	4.0	5.5	4.0	1.571	4.0	3.857	62.0	2.0	2.0	train	561.0
