message_id	response_id	article_id	empathy	distress	empathy_bin	distress_bin	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	essay_word_count	essay_id	fear_count	anger_count	anticipation_count	trust_count	surprise_count	positive_count	negative_count	sadness_count	disgust_count	joy_count	hope_count	empathy_count	distress_count	empathy_level	distress_level	prompt_bio	prompt_emp	prompt_emo	conversation_id	speaker_id	speaker_number	split
		147	1.3333333333333333	1.125			I've never heard about this issue before.  It seems typical for the region, however.  Economy at all costs, especially when you have two trillion people living in these geographically small countries.  And you wonder why environmentalism is a losing battle.  The U.S. and other civilized countries can do all they want.  If a place like Indonesia is willing to burn down all their forests to manufacture palm oil, you're fighting a losing battle.  Again, I keep getting back to this idea: Why are we considered the barbarians in the world?  Most of the world are one step above apes.  They're heathens.  What Reagan said to Nixon was correct.  We treat these people as equals?  We leave our fate to people who don't even wear shoes?  Absurd.	anger/disgust	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	126	2395	0.0303030303030303	0.1818181818181818	0.0606060606060606	0.0909090909090909	0.0606060606060606	0.0606060606060606	0.303030303030303	0.1212121212121212	0.0303030303030303	0.0606060606060606	0.0454545454545454	2.564051847551019	2.439161931130907	medium	medium	An essay written by a 41 years old female, postgradute or with a professional degree, with an income of 28000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: anger.	149.0	48.0	2.0	train
R_3j9u5KMZbQS89kp_3	R_3j9u5KMZbQS89kp	222	3.833	4.125	0.0	1.0	It seem like we have enters the day where people are more sensitive to political issues that ever before. Although people may not agree with the current administration under Trump they can not falt or blame other for their personal beliefs. It is especially a shame when a mom will kick out their own child for mock voting is a manner that she find unfitting.	sadness	1	6	2	27	42500	6.5	6.0	2.0	2.0	4.0	3.571	2.857	4.0	3.429	65	426	0.0714285714285714	0.1428571428571428	0.0714285714285714	0.0714285714285714	0.0	0.1428571428571428	0.2142857142857142	0.0714285714285714	0.1428571428571428	0.0714285714285714	0.0	2.8790000599899863	2.8093077473063937	low	low	An essay written by a 27 years old hispanic or latino male, with a four year bachelor's degree, with an income of 42500$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger, disgust.				
		218	6.5	6.75			I feel that this will become a national problem soon. I feel that the pipes that built America are getting old and that many cities will suffer the same issues as Flint Michigan. I hope that the people in charge of these cities will be punished for their crimes in my opinion. I believe they knew it was wrong and turned a blind eye.	neutral	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	64	1943	0.1176470588235294	0.0588235294117647	0.1176470588235294	0.0588235294117647	0.0588235294117647	0.0588235294117647	0.2941176470588235	0.1176470588235294	0.0588235294117647	0.0588235294117647	0.1	2.6998132351001467	2.6220246617915994	low	low	An essay written by a 37 years old female, postgradute or with a professional degree, with an income of 40000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.	495.0	30.0	2.0	train
R_6EWvBQzv5PWplMR_1	R_6EWvBQzv5PWplMR	47	5.832999999999999	6.25	1.0	1.0	I think the situation in allepo is really dire. I don't understand why the syrian government is trying to harm the people there whey they didn't do anything wrong. I think the whole situation is really sad and that a lot of innocent people are getting hurt for no reason. War is awful and I hope that there's a solution to it soon. I'm glad that the UN is trying to do something, but I just don't think that it's enough.	sadness	2	4	1	29	27000	7.0	6.5	7.0	7.0	7.0	5.0	1.0	1.714	4.857	81	26	0.1612903225806451	0.064516129032258	0.064516129032258	0.064516129032258	0.064516129032258	0.1612903225806451	0.1935483870967742	0.0967741935483871	0.064516129032258	0.064516129032258	0.1538461538461538	2.5418516383804755	2.4711268036054683	low	low	An essay written by a 29 years old white female, went to college, with an income of 27000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: hope.				
R_1rfDsNtkx9ueNuH_2	R_1rfDsNtkx9ueNuH	93	5.332999999999999	5.0	1.0	1.0	Hey look at what I have been reading into. I want your opinions on this matter at hand. So civilian casualties are starting to rise as Iraqi forces push into Mosul. The vehicles screeched into the small field hospital on the outskirts of Mosul carrying desperate loads: soldiers injured in battle as well as men, women and children caught in the crossfire of Iraq’s war against the Islamic State. Now you know me. I would be in terrible trouble this is not a way of life. Why are were even in war. Why harm our children. This has saddened me to no end. We do not need, want or find any peace in war!	sadness	2	2	1	39	74500	3.5	7.0	6.5	7.0	4.5	3.714	3.143	3.714	4.428999999999999	114	227	0.25	0.0714285714285714	0.0357142857142857	0.0714285714285714	0.0	0.0714285714285714	0.3214285714285714	0.1071428571428571	0.0357142857142857	0.0357142857142857	0.0555555555555555	2.8294579980885053	2.788858357755988	medium	medium	An essay written by a 39 years old white female, with a high school diploma, with an income of 74500$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.				
		417	5.0	1.375			I feel sorry for the dog. I think it is the owner's fault that the dog was killed. The man could have handled it better, but he was within his rights to shoot the dog for his protection. The owner should have kept her dog on a better leash and not let the dog run freely in the park. Hopefully the owner will learn from this.	neutral	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	66	1939	0.1111111111111111	0.1111111111111111	0.0	0.1111111111111111	0.0	0.2222222222222222	0.2222222222222222	0.1111111111111111	0.0	0.1111111111111111	0.0	2.794399491517173	2.7191101850502752	low	low	An essay written by a 37 years old female, postgradute or with a professional degree, with an income of 40000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger, sadness, joy.	223.0	30.0	1.0	train
R_2AEUozhKdiOv2dz_1	R_2AEUozhKdiOv2dz	49	3.167	1.375	0.0	0.0	According to a new study, the polar regions are continuing to melt. In a decade, a lot of the ice melted. This situation is really affecting polar bears because they live in that environment. I found out that they ambush seals as they come up out of the water. Whether we can change this trend or not, I am not sure about but we should try.	neutral	1	3	1	37	25000	7.0	6.0	2.0	4.5	4.0	4.571000000000001	3.143	5.0	5.0	66	581	0.1818181818181818	0.0909090909090909	0.0	0.1818181818181818	0.0909090909090909	0.2727272727272727	0.0909090909090909	0.0	0.0	0.0909090909090909	0.0	2.9479676730239737	2.8588737761205367	low	low	An essay written by a 37 years old white male, went to a technical/vocational school, with an income of 25000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: fear.				
		273	4.0	4.25			We need more oil and more jobs where do these people have time to go and protest do they work or not I mean I have no time to go protest it is crazy to me that these people can stop the construction of a wonderful pipeline to bring more oil to us I love oil and I love when it is cheap and affordable	anger/joy	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	65	2184	0.0666666666666666	0.0666666666666666	0.1333333333333333	0.0666666666666666	0.0666666666666666	0.2	0.1333333333333333	0.0666666666666666	0.0	0.2	0.0	3.056664494509364	2.959172696846854	medium	medium	An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 36000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: joy.	214.0	33.0	1.0	train
R_wSkDqB6ZNAVmKY1_1	R_wSkDqB6ZNAVmKY1	70	4.5	4.625	1.0	1.0	Perception of the physical world does not necessarily result in a universal reaction among receivers (see emotions), but varies depending upon one's tendency to handle the situation, how the situation relates to the receiver's past experiences, and any number of other factors. Feelings are also known as a state of consciousness, such as that resulting from emotions, sentiments or desires.  People buy products in hopes that the product will make them feel a certain way: either happy, excited or beautiful. Or, they find the product useful in some way, even indirectly such as to support a charity or for altruistic economic reasons. Some people buy beauty products in hopes of achieving a state of happiness or a sense of self beauty or as an act or expression of beauty	neutral	1	4	3	30	60000	3.5	4.5	3.5	4.0	3.5	2.571	2.571	3.143	3.0	129	703	0.0	0.0	0.16	0.08	0.04	0.4	0.0	0.0	0.0	0.32	0.064516129032258	3.017991886307053	2.80709984054877	medium	low	An essay written by a 30 years old black or african american male, went to college, with an income of 60000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: joy.				
		417	1.1666666666666667	1.0			After hearing about the shooting of a dog in a public park, I fully stand behind the actions of the man who shot the dog.  I'm sorry for the dog owner's loss, but in this case they were totally in the wrong and should have taken precautions to protect and be considerate of others.  For starters, they did not have the dog on a leash.  They also did not restrain the dog when it jumped at the man and he repeatedly asked them to restrain it.  With so many dog attacks resulting in deaths recently, I can understand the man's concern and he acted to defend himself quickly.  This was the dog owner's fault entirely.	neutral	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	115	2005	0.2285714285714285	0.1428571428571428	0.0285714285714285	0.0571428571428571	0.0285714285714285	0.1428571428571428	0.2571428571428571	0.1142857142857142	0.0	0.0	0.0	2.753786559096828	2.800814964553498	low	low	An essay written by a 38 years old female, postgradute or with a professional degree, with an income of 42000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: fear.	225.0	24.0	1.0	train
R_ZawuD4lhU731A8p_2	R_ZawuD4lhU731A8p	133	4.5	6.875	1.0	1.0	Maybe they should evaluate him and figure out why he did what he did so that when he gets released, he's not tempted to do it again.  The story really didn't tell why he did it or if he was mentally challenged or anything, it just says that he injured the bird.  The bird is a sad case of what a zoo is.  Those animals should be in the wild, and not cooped up for people to ooh and aah at them in a park	sadness	1	6	1	35	3600	6.5	5.0	1.0	7.0	6.0	4.714	1.429	2.857	4.571000000000001	85	225	0.25	0.0	0.0	0.0	0.125	0.0	0.375	0.25	0.0	0.0	0.0	2.903266408113161	2.900253769862481	medium	low	An essay written by a 35 years old white male, with a four year bachelor's degree, with an income of 3600$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.				
		34	2.6666666666666665	2.125			People are suffering in the middle east. I wonder if there will ever be peace over there. I feel like the war is never ending. It just keeps going and going. If it's not al qaeda its ISIS or the taliban. When will it end? Is the war actually making anyones lives better? Or is it just making everything worse for everyone?	neutral	1	6	1	34	68000	5.5	6.0	5.5	5.0	6.5	3.143	1.714	3.857	2.429	62	2365	0.2666666666666666	0.0	0.0666666666666666	0.0666666666666666	0.0	0.0666666666666666	0.2666666666666666	0.1333333333333333	0.0666666666666666	0.0666666666666666	0.1428571428571428	2.57357344265813	2.46907193424376	low	low	An essay written by a 34 years old female, postgradute or with a professional degree, with an income of 68000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: fear.	261.0	46.0	2.0	train
		11	6.0	6.0			It is so sad the uprest that is happening in the middle east right now. I dont understand how cultures that rely on peace and light like india are involved in such violence. They need to have a meeting with leaders and figure things out diplomatically. I think war is just to tossed around over there when you have innocent victims and civilians being killed. They need to do things like trump be firm and have sanctions build walls but dont rely on iolence to get your way. The fact that the cease fire was broken and both sides have nuclear weapons scares me, that there is no line that they can not cross or break.	fear/sadness	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	116	2402	0.2	0.12	0.04	0.12	0.08	0.12	0.16	0.12	0.0	0.04	0.0526315789473684	2.8881034482854777	2.7956355032306264	medium	medium	An essay written by a 27 years old female, postgradute or with a professional degree, with an income of 25000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.	450.0	53.0	2.0	train
		397	4.0	4.125			It is terrible what is happening to the rivers and the animals I think global warming could be playing a role in the matter the animals are being effected and soon humans will feel the effects of global warming hopefully they get some rain soon and they can save these poor animals facing all this hardships	sadness	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	56	1780	0.125	0.125	0.0	0.125	0.0	0.125	0.125	0.125	0.125	0.125	0.0	3.333367619937995	3.193994870312007	medium	medium	An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 36000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: anger, sadness, disgust, joy.	426.0	33.0	1.0	train
R_3rZFSSY1VX8GDYn_3	R_3rZFSSY1VX8GDYn	232	5.5	3.375	1.0	0.0	These poor people! It seems like they really can't catch a break. Like it isn't bad enough that they are already trying to dig themselves out of their tough economic situation and losing their homes, but now they also have to worry about a population decrease. It's pretty clear that we need more aid and more help for these people in the area.	sadness	2	6	1	25	55000	4.5	6.0	3.5	6.0	5.0	4.2860000000000005	3.714	4.0	4.571000000000001	63	381	0.0869565217391304	0.0869565217391304	0.0869565217391304	0.0434782608695652	0.0869565217391304	0.1304347826086956	0.217391304347826	0.1739130434782608	0.0434782608695652	0.0434782608695652	0.0909090909090909	2.941450851748748	2.7406839836412	medium	medium	An essay written by a 25 years old white female, with a four year bachelor's degree, with an income of 55000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: sadness.				
		52	6.0	6.125			"I feel very sorry for this man and his awful life.  However, as I learn more about it it does seem ""fair"" that he get deported, and I feel less sympathetic for him because of his crimes.  Had he not had a criminal record I doubt he would have been deported.  Having said that, I feel extremely sympathetic for the abusive upbringing he had.  To get adopted by people who then abused him, then abandoned, adopted again and abused some more, is just unconscionable and repulsive.  And I'm sure it lead to his criminality, unfortunately.  This guy sure got dealt a bad hand, but is interestingly dealing with it well, it seems.  I'm not sure if that's a good sign or a bad sign for his future."	neutral/sadness	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	127	2417	0.1764705882352941	0.1176470588235294	0.0196078431372549	0.0784313725490196	0.0196078431372549	0.1176470588235294	0.1568627450980392	0.1372549019607843	0.1176470588235294	0.0588235294117647	0.0476190476190476	2.621620455279404	2.6081048356638945	medium	medium	An essay written by a 41 years old female, postgradute or with a professional degree, with an income of 28000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.	324.0	48.0	1.0	train
		368	6.0	6.25			These attacks on women seem to be more prevalent lately than not. I think with our current president and his feelings about women it has increased these attacks. We need to be aware of this and make the changes accordingly. We need to be able to prevent these attacks before they happen but finding out how to do that is the tough thing.	neutral	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	63	1955	0.1428571428571428	0.0	0.1428571428571428	0.2857142857142857	0.0	0.1428571428571428	0.1428571428571428	0.1428571428571428	0.0	0.0	0.0	3.0244392033077885	2.942020997789732	medium	low	An essay written by a 32 years old female, postgradute or with a professional degree, with an income of 35000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.	397.0	19.0	2.0	train
		19	2.1666666666666665	1.0			To me, this refugee crisis is a huge problem with no clear solution.  It's extremely sad that all these innocent people are dyng and I can't even imagine having to live in one of these countries and constantly have my life and my loved one's lives in danger.  It's also difficult for other nations to have to accept so many refugees into their nation but I guess it is the right thing to do.  Hopefully they can contribute to society.  It is sad that terrorists are abusing the system to try to sneak into countries.	sadness	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	95	2313	0.1904761904761904	0.0476190476190476	0.0	0.1904761904761904	0.0952380952380952	0.1428571428571428	0.1904761904761904	0.1428571428571428	0.0	0.0	0.0	2.86417396927591	2.849812609886681	medium	medium	An essay written by a 38 years old female, postgradute or with a professional degree, with an income of 42000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.	243.0	24.0	2.0	train
R_33etvLZIHitWTq2_1	R_33etvLZIHitWTq2	35	7.0	7.0	1.0	1.0	Hello there, I think this situation in Haiti needs our attention. It's clear that these people are suffering after such a catastrophe befell them. I urge you to donate and make a difference in these people's lives especially the children who are suffering and don't have anything to eat. Every dollar will count I think	sadness	1	7	3	30	145000	6.5	5.0	6.5	7.0	7.0	4.571000000000001	2.714	3.857	4.428999999999999	55	0	0.1666666666666666	0.0555555555555555	0.0	0.0555555555555555	0.0555555555555555	0.1666666666666666	0.1666666666666666	0.1666666666666666	0.1666666666666666	0.0	0.0	2.958844702609184	2.834526571909456	medium	medium	An essay written by a 30 years old black or african american male, postgradute or with a professional degree, with an income of 145000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: sadness, disgust.				
R_2xJIlWl26lfyw8n_3	R_2xJIlWl26lfyw8n	238	1.0	6.75	0.0	1.0	Hey! So I just read this article about the internet in schools. I guess that several years ago, the government came up with this program to get internet and technology in to schools and make it possible for as many or all students to have access to computers and the internet. However, according to this article, this program is not working the way that it was set up to work and students are not actually benefiting from this program that costs A LOT of money! I was upset to read this, as I feel that the internet can be such a valuable tool in education, but then I really wasn't surprised at all to learn that the government isn't doing what it has been set up to do or what it is promising us citizens it will do. Doesn't the government just infuriate you and make you think you could do better?	sadness	2	5	1	28	62000	7.0	5.5	5.5	6.5	5.5	4.0	2.714	4.2860000000000005	5.0	152	470	0.1363636363636363	0.0909090909090909	0.0454545454545454	0.0454545454545454	0.1363636363636363	0.2727272727272727	0.1818181818181818	0.0454545454545454	0.0	0.0454545454545454	0.0	2.729758944070203	2.5736433255019	medium	low	An essay written by a 28 years old white female, with a two year associate degree, with an income of 62000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: surprise.				
R_1E52pkDzk4NF6WW_5	R_1E52pkDzk4NF6WW	371	4.833	5.375	1.0	1.0	As we all know, there has been much media on police brutality. There are many police officers that believe they are above the law, and the common citizens doesn't have any rights when they are interacting with them. Unfortunately, it's very sad to say, that even if a citizen is innocent, if they don't cooperate to the fullest, the police can physically harm them, even possibly lead to being shot and killed. This is very scary! So, while I don't believe all officers are like this, one is too many!	sadness	2	2	1	40	85000	6.0	6.0	5.5	6.0	6.0	3.714	3.571	3.429	3.714	90	431	0.24	0.08	0.0	0.2	0.04	0.28	0.12	0.04	0.0	0.0	0.0	2.8699553009574035	2.839025385361612	medium	medium	An essay written by a 40 years old white female, with a high school diploma, with an income of 85000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.				
R_3HuhNUxFcsxCt8c_3	R_3HuhNUxFcsxCt8c	244	2.833	4.75	0.0	1.0	So the FBI seems to fail at preventing serious terrorist attacks when they knowingly had a suspect. Their investigations obviously are not thorough enough to always prevent attacks even whey they are forewarned about a specific person. The nightclub attack in Orlando seems like it could have been prevented if the FBI did their job. They had warnings from the killers family and basically a warning from the terrorist himself. With extremist like this guy, when they already had him once, I think more severe tactics are necessary to protect the country and its citizens. I feel like the FBI is just making excuses because they were incompetent and do not seem to take everything as serious as they need too. Our country deserves that!	neutral	1	6	1	31	50000	6.5	6.5	1.0	5.5	4.0	4.143	1.857	4.857	4.143	125	602	0.2758620689655172	0.1379310344827586	0.0344827586206896	0.0344827586206896	0.0689655172413793	0.0689655172413793	0.2068965517241379	0.1034482758620689	0.0689655172413793	0.0	0.0	2.7489341081556287	2.7750575351582545	low	medium	An essay written by a 31 years old white male, with a four year bachelor's degree, with an income of 50000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.				
R_2lTWX8lyNz56VTH_5	R_2lTWX8lyNz56VTH	348	4.0	4.0	1.0	1.0	This article brings back to mind the overall mass hysteria that the left, centrists, and neocons feel when they think about Trump. I'm not a Trump supporter, but I honestly believe people are truly delusional at this point. It has become vomit inducing. Liberals should be more pissed at the DNC for crapping on Bernie. Neocons should just admit to being big government centrists so we can all move on.	neutral	2	2	2	34	65000	6.0	6.0	3.5	6.0	6.0	4.0	2.714	4.0	4.0	70	671	0.2727272727272727	0.0909090909090909	0.0	0.0909090909090909	0.0	0.0909090909090909	0.2727272727272727	0.0	0.0909090909090909	0.0909090909090909	0.0	2.409108108556488	2.445796678980896	low	low	An essay written by a 34 years old hispanic or latino female, with a high school diploma, with an income of 65000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: fear.				
		47	4.0	3.125			Reading about the situation in Syria is always eye opening. It's hard to believe so many people can continue to live in a war zone. The article I read said that a kilo of meat goes for around $40! What do these people eat if there is no food available? It's really hard to wrap my head around. Will the war ever be over?	sadness/surprise	1	4	1	29	39000	6.0	6.5	1.0	6.0	5.5	5.0	2.286	3.286	4.143	64	2195	0.1818181818181818	0.0	0.0909090909090909	0.1818181818181818	0.0	0.2727272727272727	0.1818181818181818	0.0	0.0	0.0909090909090909	0.0	2.662761247843957	2.5474496183314232	low	medium	An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 39000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.	266.0	25.0	2.0	train
		116	5.666666666666667	6.625			I think that two things can be true at one time. I think that giving aid to the people to fight the disease can be a good things and I also think that cleaning the water supply for the people would not have to deal with the disease in the future is also a good thing. I lean more towards fixing the problem long term but short term help is also good.	hope	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	72	2405	0.0888888888888888	0.0666666666666666	0.1333333333333333	0.1111111111111111	0.0888888888888888	0.2	0.0888888888888888	0.0666666666666666	0.0444444444444444	0.1111111111111111	0.1304347826086956	2.8930353557874584	2.6228801868909164	low	low	An essay written by a 37 years old female, postgradute or with a professional degree, with an income of 40000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: hope.	355.0	30.0	1.0	train
R_2AShlPLXEZW4TNc_1	R_2AShlPLXEZW4TNc	37	5.167000000000001	4.375	1.0	1.0	"Did you hear about the Taliban attack on the German consulate in Afghanistan?  If not, they set off a bomb at the gates and then an attack ensued.  About 130 people were injured with 6 or so dead.  Will that war ever end?  An ancient  saying says that ""all empires end in that area"" going back to Alexander the great.  The country has never known peace and it's not looking any better.  I feel sorry for all the injured, especially the children. I'm not sure the UN is making things any better either..."	sadness	1	7	1	57	142000	5.5	6.0	5.5	7.0	6.5	3.714	1.714	3.857	4.571000000000001	93	260	0.25	0.125	0.0416666666666666	0.0416666666666666	0.0416666666666666	0.0416666666666666	0.2916666666666667	0.125	0.0	0.0416666666666666	0.0666666666666666	2.61565806582084	2.4698248845434034	low	low	An essay written by a 57 years old white male, postgradute or with a professional degree, with an income of 142000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: fear.				
		99	6.333333333333333	6.625			Divorce always make me sad. I dont like it when couples separate over avoidable causes. Things should be done to prevent them from going separate ways. I mean, they start their whole life differently. All the shared goals and ambition goes through the wind and they have to start from the scratch alone...individually.	sadness	1	7	1	28	165000	6.25	5.75	3.25	6.75	6.0	3.357	2.429	3.2145	3.4285	53	1649	0.125	0.0	0.375	0.125	0.125	0.125	0.0	0.0	0.0	0.125	0.0	2.917215944439974	2.7084299479703677	medium	medium	An essay written by a 28 years old female, postgradute or with a professional degree, with an income of 165000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: surprise, joy.	138.0	40.0	2.0	train
		113	5.0	3.125			This article is something i can really agree with. I had never thought of how places like zzos and themeparks are abundant with little minds that should not be subject to smoking. I think cigarettes should be considered something like alchol were you cant drink in public you cant smoke either. These children see others smoking and in there mind this is a norm and okay. I think this generation not growing up witht hat around them will set them up to make better choices in the future and be more healthy. There is a real chance to cut potential new smokers and get rid of the popularity of smoking for generations to come. I am all for this proposed ban and see no harm from imposing it.	hope/neutral	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	128	2157	0.0666666666666666	0.0	0.1333333333333333	0.0666666666666666	0.0666666666666666	0.4	0.2	0.0	0.0	0.0666666666666666	0.0	2.681165264634731	2.6242989345013825	low	low	An essay written by a 27 years old female, postgradute or with a professional degree, with an income of 25000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: surprise, joy.	347.0	53.0	1.0	train
R_3Q0qIgPdSarp08H_2	R_3Q0qIgPdSarp08H	152	3.333	2.5	0.0	0.0	I think this is a bizarre article.  I am not sure if there are air pollution problems in Sweden.  This seems to be like an incomplete study.  I would be okay if they took the angle that more densely populated areas are likely to trigger mental health issues because that has somewhat been proven in studies in mice. Using air pollution as a reason for mental health issues is weird.	neutral	1	7	1	35	50000	5.5	4.5	3.5	6.0	6.0	2.571	2.4290000000000003	3.143	3.857	70	638	0.0	0.0	0.0	0.0909090909090909	0.0909090909090909	0.1818181818181818	0.3636363636363636	0.0	0.2727272727272727	0.0	0.0	2.7451039316921277	2.6429502954058512	low	low	An essay written by a 35 years old white male, postgradute or with a professional degree, with an income of 50000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: disgust.				
R_2woWYw6rHTgQXfH_1	R_2woWYw6rHTgQXfH	45	5.5	2.25	1.0	0.0	hey whats going on Jacob? I want to tell vent out something I read in this article.  There was a Saudi-led coalition that is backed by the US, they had led an attack in Yemen, that had killed around 43 people.  This is sad to hear so much killing in this world.  According to what I read this happened because they are trying to take someone out of power and they are trying to bring in a new leader, I think his name is Abed Rabbo Mansour.  The USA wants to put him in there.  Also they are more people dying from the long conflict, people are starving and also Planes had attacked a funeral place and they had killed people there as well.  All this necessary killing is not good for this word.  This is really, really bad that we need war to solve problems.	sadness	1	5	2	39	49000	7.0	6.5	3.5	6.5	6.0	5.0	2.4290000000000003	4.2860000000000005	5.0	146	489	0.1707317073170731	0.1707317073170731	0.048780487804878	0.073170731707317	0.024390243902439	0.0975609756097561	0.1951219512195122	0.1463414634146341	0.048780487804878	0.024390243902439	0.0454545454545454	2.873117046582314	2.755793086630401	medium	medium	An essay written by a 39 years old hispanic or latino male, with a two year associate degree, with an income of 49000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: anger.				
R_sYY3M27k4zjwPfz_4	R_sYY3M27k4zjwPfz	260	6.0	3.75	1.0	0.0	This poor family lost the father just a short time ago! Now she is sick and suffering. Please keep this family in your thoughts and prayers in the next few days as they treat her. I hope her family is able to be there with her during this hard time, and that they are able to help her in her recovery.	sadness	2	6	1	30	49000	5.0	4.0	2.0	5.0	1.0	3.143	4.857	5.0	4.428999999999999	61	329	0.0714285714285714	0.0357142857142857	0.1428571428571428	0.1071428571428571	0.0714285714285714	0.1071428571428571	0.1428571428571428	0.1428571428571428	0.1071428571428571	0.0714285714285714	0.25	3.4185076325632684	3.0351151874672	medium	medium	An essay written by a 30 years old white female, with a four year bachelor's degree, with an income of 49000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: hope.				
R_3dE2WDPyZzfnXbC_2	R_3dE2WDPyZzfnXbC	156	6.0	7.0	1.0	1.0	As a parent, I feel that is definitely one of my responsibilities to teach my children the importance of loving and taking care of our environment. Without the wilderness, the animals will have nowhere to live, and without the wilderness, what will our animals be forced to live in. What I want them to remember is that they are the ones living in the environment, not the environment invading on our lives. We must take care of it in order to make sure that we have a sustainable environment our children's children.	neutral	2	5	1	37	29999	7.0	7.0	7.0	7.0	7.0	5.0	1.714	4.143	5.0	92	670	0.1764705882352941	0.0	0.1764705882352941	0.1176470588235294	0.0588235294117647	0.1764705882352941	0.0588235294117647	0.1176470588235294	0.0	0.1176470588235294	0.0769230769230769	3.2155395621941008	3.140686725801233	medium	medium	An essay written by a 37 years old white female, with a two year associate degree, with an income of 29999$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.				
		49	3.6666666666666665	1.0			Dear friend, I have just finished reading an article that has made me upset. The article was about polar bears and the problems they are facing due to the shorter ice season in recent years. It is very troubling because the bears are suffering and dying due to the shortened ice seasons. I really hope scientists can find a solution soon.	hope/neutral	1	2	5	29	44000	5.5	6.0	4.5	6.0	5.0	3.714	3.0	3.429	3.429	61	2155	0.0909090909090909	0.0909090909090909	0.0454545454545454	0.0909090909090909	0.0454545454545454	0.1818181818181818	0.1363636363636363	0.1363636363636363	0.0909090909090909	0.0909090909090909	0.0625	3.099685277781198	2.785796799501827	medium	low	An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 44000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.	53.0	7.0	2.0	train
