empathy	distress	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	fear	sadness	disgust	surprise	anger	neutral	hope	joy	essay_word_count	essay_id	fear_count	anger_count	anticip_count	trust_count	surprise_count	positive_count	negative_count	sadness_count	disgust_count	joy_count	hope_count	empathy_count	distress_count	essay+prompt	prompt	conversation_id	article_id	speaker_id	speaker_number	split
4.5	5.25	Another article I read showing a death of African American driver by a police. I really upset me reading this article. That unnecessary force was used to handle the situation. Its crazy that the first thing on the police mind is to shoot to kill. I feel uneasy every time seeing and reading about situation like this where a situation could of been handled in a different way. Understandable that they work in a high intense environment but that why they train and follow protocol.	disgust	1.0	4.0	5.0	29.0	25000.0	4.5	6.0	4.5	4.5	6.0	4.2860000000000005	2.143	3.286	4.143	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	85	612	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	Another article I read showing a death of African American driver by a police. I really upset me reading this article. That unnecessary force was used to handle the situation. Its crazy that the first thing on the police mind is to shoot to kill. I feel uneasy every time seeing and reading about situation like this where a situation could of been handled in a different way. Understandable that they work in a high intense environment but that why they train and follow protocol.'An essay written by a 29.0 years old asian/pacific islander male, went to college, with an income of 25000.0$.The essay expresses medium empathy and high distress levels. The top emotions expressed in the essay are: fear.'	An essay written by a 29.0 years old asian/pacific islander male, went to college, with an income of 25000.0$.The essay expresses medium empathy and high distress levels. The top emotions expressed in the essay are: fear.					
3.5	6.125	I just read this article about a wolf being killed after traveling 700 miles  by a government agent . I don't understand it ! There was no reason for it . It hadn't  attacked or disturbed anyone so what was the point of it all ? I feel like anymore people just kill animals to kill . This is why one day so these animals will be extinct . I think that it should be against the law to kill any animal that hasn't put you in danger in and way ! This is not ok! This needs to stop ! I am disgusted by it all!	disgust	2.0	2.0	1.0	35.0	50000.0	6.5	3.5	1.5	5.5	4.0	4.428999999999999	2.143	4.571000000000001	4.2860000000000005	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	107	613	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	I just read this article about a wolf being killed after traveling 700 miles  by a government agent . I don't understand it ! There was no reason for it . It hadn't  attacked or disturbed anyone so what was the point of it all ? I feel like anymore people just kill animals to kill . This is why one day so these animals will be extinct . I think that it should be against the law to kill any animal that hasn't put you in danger in and way ! This is not ok! This needs to stop ! I am disgusted by it all!'An essay written by a 35.0 years old white female, with a high school diploma, with an income of 50000.0$.The essay expresses medium empathy and high distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 35.0 years old white female, with a high school diploma, with an income of 50000.0$.The essay expresses medium empathy and high distress levels. The top emotions expressed in the essay are: negative.					
3.0	3.125	wow sleep paralysis sounds so scary! I hope that this never happens to me ! I think that It was affect me for a long time . I'm sure that those few short seconds that is happens seems like hours . I would probably have a heart attack from being so scared. Yeah  no thank you on any of that . I will be making sure I don't drink before going to  bed from now on.	fear	2.0	2.0	1.0	35.0	50000.0	6.5	3.5	1.5	5.5	4.0	4.428999999999999	2.143	4.571000000000001	4.2860000000000005	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76	614	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	wow sleep paralysis sounds so scary! I hope that this never happens to me ! I think that It was affect me for a long time . I'm sure that those few short seconds that is happens seems like hours . I would probably have a heart attack from being so scared. Yeah  no thank you on any of that . I will be making sure I don't drink before going to  bed from now on.'An essay written by a 35.0 years old white female, with a high school diploma, with an income of 50000.0$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: anticipation.'	An essay written by a 35.0 years old white female, with a high school diploma, with an income of 50000.0$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: anticipation.					
3.5	4.125	I can't believe that there has to be so much violence and bad in the world.  The part of this article that really got to me was that the Muslim women were being raped and that doctors and nurses who wanted to help the people there were being treated rudely.  It would be awful to have to live under these kinds of conditions.  It would be awful to have the prices of food go up because of blockades and other reasons.  It would be stressful and scary.	fear	2.0	6.0	1.0	34.0	6000.0	7.0	3.0	1.0	7.0	3.5	3.143	4.2860000000000005	4.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87	615	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	I can't believe that there has to be so much violence and bad in the world.  The part of this article that really got to me was that the Muslim women were being raped and that doctors and nurses who wanted to help the people there were being treated rudely.  It would be awful to have to live under these kinds of conditions.  It would be awful to have the prices of food go up because of blockades and other reasons.  It would be stressful and scary.'An essay written by a 34.0 years old white female, with a four year bachelor's degree, with an income of 6000.0$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: fear, anger, negative, sadness.'	An essay written by a 34.0 years old white female, with a four year bachelor's degree, with an income of 6000.0$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: fear, anger, negative, sadness.					
3.5	5.375	I didn't realize that a dam could cause so much problem.  It is a shame that the people who are going to be impacted the most are the indigenous people.  I don't understand how people feel it is okay to do this to them.  Maybe there are many pros that I just don't know about and this article is focusing only on the negative of the methylmercury.  I guess this goes to show that we as a human race can affect the environment in maybe a not so good way.  What do you think about this?  I am curious what you have to say about this.	surprise	2.0	6.0	1.0	34.0	6000.0	7.0	3.0	1.0	7.0	3.5	3.143	4.2860000000000005	4.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	106	616	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	I didn't realize that a dam could cause so much problem.  It is a shame that the people who are going to be impacted the most are the indigenous people.  I don't understand how people feel it is okay to do this to them.  Maybe there are many pros that I just don't know about and this article is focusing only on the negative of the methylmercury.  I guess this goes to show that we as a human race can affect the environment in maybe a not so good way.  What do you think about this?  I am curious what you have to say about this.'An essay written by a 34.0 years old white female, with a four year bachelor's degree, with an income of 6000.0$.The essay expresses medium empathy and high distress levels. The top emotions expressed in the essay are: negative, sadness.'	An essay written by a 34.0 years old white female, with a four year bachelor's degree, with an income of 6000.0$.The essay expresses medium empathy and high distress levels. The top emotions expressed in the essay are: negative, sadness.					
2.333	1.5	That is just crazy that a person waiting on his surfboard was attacked by a shark.  That must have been pretty scary.  I am glad that he didn't lose a leg or anything, but still, that would have been very scary.  All of the sudden, boom, you are hit by a shark.  I don't think I would want to go to that place again to surf if I was a surfer.  I think people need to be cautious when surfing.  I don't think it is really our place to force sharks away, as they live in the water.  I think people just need to be smart and surf where there is a very low chance of being attacked by a shark.	fear	2.0	6.0	1.0	34.0	6000.0	7.0	3.0	1.0	7.0	3.5	3.143	4.2860000000000005	4.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121	617	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	That is just crazy that a person waiting on his surfboard was attacked by a shark.  That must have been pretty scary.  I am glad that he didn't lose a leg or anything, but still, that would have been very scary.  All of the sudden, boom, you are hit by a shark.  I don't think I would want to go to that place again to surf if I was a surfer.  I think people need to be cautious when surfing.  I don't think it is really our place to force sharks away, as they live in the water.  I think people just need to be smart and surf where there is a very low chance of being attacked by a shark.'An essay written by a 34.0 years old white female, with a four year bachelor's degree, with an income of 6000.0$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 34.0 years old white female, with a four year bachelor's degree, with an income of 6000.0$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: negative.					
4.333	1.875	That would be a scary situation to live in.  It is sad that the people feel like the government cares more about the elephants and animals than the people.  These people must learn how to live with the elephants, but it seems like it is a scary thing to do.  I would hate to try and live in that situation with children.  I also think that anyone who is going to visit there should be made aware of the dangers of the elephants so that they don't get injured or killed like the 29 year old woman did in the article.	fear	2.0	6.0	1.0	34.0	6000.0	7.0	3.0	1.0	7.0	3.5	3.143	4.2860000000000005	4.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101	618	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	That would be a scary situation to live in.  It is sad that the people feel like the government cares more about the elephants and animals than the people.  These people must learn how to live with the elephants, but it seems like it is a scary thing to do.  I would hate to try and live in that situation with children.  I also think that anyone who is going to visit there should be made aware of the dangers of the elephants so that they don't get injured or killed like the 29 year old woman did in the article.'An essay written by a 34.0 years old white female, with a four year bachelor's degree, with an income of 6000.0$.The essay expresses medium empathy and low distress levels. The top emotions expressed in the essay are: fear, negative.'	An essay written by a 34.0 years old white female, with a four year bachelor's degree, with an income of 6000.0$.The essay expresses medium empathy and low distress levels. The top emotions expressed in the essay are: fear, negative.					
2.5	5.875	I just read this crazy article about Wells Fargo that I thought I would share with you. It turns out that low level employees were signing people up for products and things that they did not need. Sometimes they were even forging signatures to get this done. Now before you jump to conclusions and thin k that this is all the employees fault let me fill you in some more. Management came up with a quota and incentive system where employees(who don't make very good money to begin with) would make extra money the more people they signed up to these new accounts. So basically the people in charge over there thought that it was a good idea to screw over their account holders and give their low-level employees crazy quotas, all so they could make more money. Then its the workers getting fired.	surprise	1.0	3.0	1.0	33.0	58000.0	6.0	5.0	2.5	7.0	7.0	3.143	2.4290000000000003	3.0	3.857	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	144	619	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	I just read this crazy article about Wells Fargo that I thought I would share with you. It turns out that low level employees were signing people up for products and things that they did not need. Sometimes they were even forging signatures to get this done. Now before you jump to conclusions and thin k that this is all the employees fault let me fill you in some more. Management came up with a quota and incentive system where employees(who don't make very good money to begin with) would make extra money the more people they signed up to these new accounts. So basically the people in charge over there thought that it was a good idea to screw over their account holders and give their low-level employees crazy quotas, all so they could make more money. Then its the workers getting fired.'An essay written by a 33.0 years old white male, went to a technical/vocational school, with an income of 58000.0$.The essay expresses low empathy and high distress levels. The top emotions expressed in the essay are: trust.'	An essay written by a 33.0 years old white male, went to a technical/vocational school, with an income of 58000.0$.The essay expresses low empathy and high distress levels. The top emotions expressed in the essay are: trust.					
3.667	4.625	Hey you hear about the Coffee Killer? In Indonesia some chick who is also Australian has been found guilty of killing her friend by putting cyanide in her coffee. I did not get too many details about all of the evidence that they have against her but to me at least it does not seem like they have that much evidence. I guess she ordered her friend a coffee before her friend got there and right after she took a sip of the coffee she keeled over and died. Pretty crazy, right? I think she probably did it but their motive is weak and I do not think that she would have been found guilty if the trial was going on in the US.	surprise	1.0	3.0	1.0	33.0	58000.0	6.0	5.0	2.5	7.0	7.0	3.143	2.4290000000000003	3.0	3.857	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	124	620	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	Hey you hear about the Coffee Killer? In Indonesia some chick who is also Australian has been found guilty of killing her friend by putting cyanide in her coffee. I did not get too many details about all of the evidence that they have against her but to me at least it does not seem like they have that much evidence. I guess she ordered her friend a coffee before her friend got there and right after she took a sip of the coffee she keeled over and died. Pretty crazy, right? I think she probably did it but their motive is weak and I do not think that she would have been found guilty if the trial was going on in the US.'An essay written by a 33.0 years old white male, went to a technical/vocational school, with an income of 58000.0$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: positive.'	An essay written by a 33.0 years old white male, went to a technical/vocational school, with an income of 58000.0$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: positive.					
5.0	5.875	I really hate ISIS. They are the scum of the earth. I just learned that they killed over 100 Iraqi police officers in Mosul. This is the kind of thing that happens when we pull our troops out of Iraq. Yeah we should not have been there in the first place but we made that mistake and we now have to take responsibilty for it. I feel so bad for all the Iraqi people who just want to live their lives in peace.	anger	1.0	3.0	1.0	33.0	58000.0	6.0	5.0	2.5	7.0	7.0	3.143	2.4290000000000003	3.0	3.857	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	83	621	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	I really hate ISIS. They are the scum of the earth. I just learned that they killed over 100 Iraqi police officers in Mosul. This is the kind of thing that happens when we pull our troops out of Iraq. Yeah we should not have been there in the first place but we made that mistake and we now have to take responsibilty for it. I feel so bad for all the Iraqi people who just want to live their lives in peace.'An essay written by a 33.0 years old white male, went to a technical/vocational school, with an income of 58000.0$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: positive, negative.'	An essay written by a 33.0 years old white male, went to a technical/vocational school, with an income of 58000.0$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: positive, negative.					
6.0	3.375	So they are trying to expand a runway at Heathrow airport in London which will destroy over 700 peoples homes. This is just crazy to me and I hope that it never actually happens and that the people who live there can fight it. It just seems to me that this is just another case of government over reach. These politicians are probably going to benefit financially somehow from this deal . It is the only explanation that makes any sense to me. Why else would you destroy a whole community?	anger	1.0	3.0	1.0	33.0	58000.0	6.0	5.0	2.5	7.0	7.0	3.143	2.4290000000000003	3.0	3.857	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	91	622	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	So they are trying to expand a runway at Heathrow airport in London which will destroy over 700 peoples homes. This is just crazy to me and I hope that it never actually happens and that the people who live there can fight it. It just seems to me that this is just another case of government over reach. These politicians are probably going to benefit financially somehow from this deal . It is the only explanation that makes any sense to me. Why else would you destroy a whole community?'An essay written by a 33.0 years old white male, went to a technical/vocational school, with an income of 58000.0$.The essay expresses high empathy and medium distress levels. The top emotions expressed in the essay are: positive.'	An essay written by a 33.0 years old white male, went to a technical/vocational school, with an income of 58000.0$.The essay expresses high empathy and medium distress levels. The top emotions expressed in the essay are: positive.					
2.333	4.25	I am shocked and saddened by this earthquake. What a sad and terrible tragedy. I feel so sorry for all the victims and those affected by this event. I can't even imagine how devastating this must be for them. What an incredible catastrophe. My thoughts and prayers and best wishes go out for all the many people affected by this tragic catastrophe. I hope that everyone stays safe for the foreseeable future. I am still in shock.	surprise	1.0	4.0	2.0	33.0	47000.0	3.0	5.5	6.5	6.0	4.0	3.571	3.143	3.0	2.143	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	77	623	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	I am shocked and saddened by this earthquake. What a sad and terrible tragedy. I feel so sorry for all the victims and those affected by this event. I can't even imagine how devastating this must be for them. What an incredible catastrophe. My thoughts and prayers and best wishes go out for all the many people affected by this tragic catastrophe. I hope that everyone stays safe for the foreseeable future. I am still in shock.'An essay written by a 33.0 years old hispanic or latino male, went to college, with an income of 47000.0$.The essay expresses low empathy and medium distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 33.0 years old hispanic or latino male, went to college, with an income of 47000.0$.The essay expresses low empathy and medium distress levels. The top emotions expressed in the essay are: negative.					
5.167000000000001	2.625	I thought this was a pretty interesting article. I learned some things about music and lawsuits. It might be relevant to some of what you and I were talking about some time ago. In any case, it has some new facts that have come to light, as it were, new information or opinions that I had not fully considered prior to reading this article.	surprise	1.0	4.0	2.0	33.0	47000.0	3.0	5.5	6.5	6.0	4.0	3.571	3.143	3.0	2.143	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	64	624	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	I thought this was a pretty interesting article. I learned some things about music and lawsuits. It might be relevant to some of what you and I were talking about some time ago. In any case, it has some new facts that have come to light, as it were, new information or opinions that I had not fully considered prior to reading this article.'An essay written by a 33.0 years old hispanic or latino male, went to college, with an income of 47000.0$.The essay expresses high empathy and low distress levels. The top emotions expressed in the essay are: positive.'	An essay written by a 33.0 years old hispanic or latino male, went to college, with an income of 47000.0$.The essay expresses high empathy and low distress levels. The top emotions expressed in the essay are: positive.					
6.0	3.625	I thought this was a pretty interesting article. I learned some things about Moldovan politics. It might be relevant to some of what you and I were talking about some time ago. In any case, it has some new facts that have come to light, as it were, new information or opinions that I had not fully considered prior to reading this article.	neutral	1.0	4.0	2.0	33.0	47000.0	3.0	5.5	6.5	6.0	4.0	3.571	3.143	3.0	2.143	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	63	625	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	I thought this was a pretty interesting article. I learned some things about Moldovan politics. It might be relevant to some of what you and I were talking about some time ago. In any case, it has some new facts that have come to light, as it were, new information or opinions that I had not fully considered prior to reading this article.'An essay written by a 33.0 years old hispanic or latino male, went to college, with an income of 47000.0$.The essay expresses high empathy and medium distress levels. The top emotions expressed in the essay are: positive.'	An essay written by a 33.0 years old hispanic or latino male, went to college, with an income of 47000.0$.The essay expresses high empathy and medium distress levels. The top emotions expressed in the essay are: positive.					
3.833	4.375	I am shocked and saddened by this earthquake. What a sad and terrible tragedy. I feel so sorry for all the victims and those affected by this event. I can't even imagine how devastating this must be for them. What an incredible catastrophe. My thoughts and prayers and best wishes go out for all the many people affected by this tragic catastrophe. I hope that everyone stays safe for the foreseeable future. I am still in shock.	surprise	1.0	4.0	2.0	33.0	47000.0	3.0	5.5	6.5	6.0	4.0	3.571	3.143	3.0	2.143	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	77	626	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	I am shocked and saddened by this earthquake. What a sad and terrible tragedy. I feel so sorry for all the victims and those affected by this event. I can't even imagine how devastating this must be for them. What an incredible catastrophe. My thoughts and prayers and best wishes go out for all the many people affected by this tragic catastrophe. I hope that everyone stays safe for the foreseeable future. I am still in shock.'An essay written by a 33.0 years old hispanic or latino male, went to college, with an income of 47000.0$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 33.0 years old hispanic or latino male, went to college, with an income of 47000.0$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: negative.					
3.5	1.375	This person's actions were way over the top! While I may not necessarily like that Trump is in office but  I still respect the fact that he is where he is. Just because I didn't get my way doesn't mean that I would act like this! This person took away from others and should be punished for what they did.	anger	2.0	6.0	1.0	23.0	22000.0	2.5	5.0	3.5	6.0	6.5	4.571000000000001	2.857	1.857	3.429	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	60	627	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	This person's actions were way over the top! While I may not necessarily like that Trump is in office but  I still respect the fact that he is where he is. Just because I didn't get my way doesn't mean that I would act like this! This person took away from others and should be punished for what they did.'An essay written by a 23.0 years old white female, with a four year bachelor's degree, with an income of 22000.0$.The essay expresses medium empathy and low distress levels. The top emotions expressed in the essay are: trust, anticipation.'	An essay written by a 23.0 years old white female, with a four year bachelor's degree, with an income of 22000.0$.The essay expresses medium empathy and low distress levels. The top emotions expressed in the essay are: trust, anticipation.					
1.0	1.0	I really don't fully understand what's happening in this article. I get that the players need sleep and that's about it. Do you know much about what they're trying to say here? I have such little knowledge of sports that I struggle understanding the lingo associated with the sport. I can understand sleep though!	neutral	2.0	6.0	1.0	23.0	22000.0	2.5	5.0	3.5	6.0	6.5	4.571000000000001	2.857	1.857	3.429	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	54	628	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	I really don't fully understand what's happening in this article. I get that the players need sleep and that's about it. Do you know much about what they're trying to say here? I have such little knowledge of sports that I struggle understanding the lingo associated with the sport. I can understand sleep though!'An essay written by a 23.0 years old white female, with a four year bachelor's degree, with an income of 22000.0$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: positive.'	An essay written by a 23.0 years old white female, with a four year bachelor's degree, with an income of 22000.0$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: positive.					
3.0	1.875	I hate the conflict that is happening here. I feel for the three soldiers that died and their families. I guess I'm too much of a pacifist but I really wish that people could realize that this level of conflict is a waste of resources and lives. However, I also know that this isn't how the world works.	anger	2.0	6.0	1.0	23.0	22000.0	2.5	5.0	3.5	6.0	6.5	4.571000000000001	2.857	1.857	3.429	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	58	629	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	I hate the conflict that is happening here. I feel for the three soldiers that died and their families. I guess I'm too much of a pacifist but I really wish that people could realize that this level of conflict is a waste of resources and lives. However, I also know that this isn't how the world works.'An essay written by a 23.0 years old white female, with a four year bachelor's degree, with an income of 22000.0$.The essay expresses medium empathy and low distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 23.0 years old white female, with a four year bachelor's degree, with an income of 22000.0$.The essay expresses medium empathy and low distress levels. The top emotions expressed in the essay are: negative.					
1.0	1.0	I am thankful that there are people who care about this issue, but I really don't. I feel like this is just part of the life-cycle and I don't really get why so much money is being wasted on a problem and isn't necessarily crucial. However, as I said, it's probably good that people who know more about this issue than I do are caring about the problem.	joy	2.0	6.0	1.0	23.0	22000.0	2.5	5.0	3.5	6.0	6.5	4.571000000000001	2.857	1.857	3.429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	68	630	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	I am thankful that there are people who care about this issue, but I really don't. I feel like this is just part of the life-cycle and I don't really get why so much money is being wasted on a problem and isn't necessarily crucial. However, as I said, it's probably good that people who know more about this issue than I do are caring about the problem.'An essay written by a 23.0 years old white female, with a four year bachelor's degree, with an income of 22000.0$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: positive.'	An essay written by a 23.0 years old white female, with a four year bachelor's degree, with an income of 22000.0$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: positive.					
5.0	6.25	ISIS is a group of deeply mentally ill serial killers. I simply don't see them the way I see Al-Aqaeda. Now, Al-Aqaeda is also a group of mentally ill people and they're also disgusting but they're damn serious in their mission. ISIS feels like a group of guys who kill just for fun. I agree with Obama on ISIS being a jv team. I can't help but feel terrible for those who have to witness the bodies all over Mosul. What a horrible sight that must be. Can people heal once they see that? Do those people have any hope or any way to continue after they witness such atrocities? What about the children? I feel so bad for them. It's so crazy. I wish they would wipe out the Middle East and just start over. Enough with the political correct bullshit. Enough with the religious bullshit.	disgust	2.0	4.0	1.0	26.0	35000.0	7.0	6.0	7.0	7.0	4.0	4.714	2.571	4.0	3.571	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	147	631	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	ISIS is a group of deeply mentally ill serial killers. I simply don't see them the way I see Al-Aqaeda. Now, Al-Aqaeda is also a group of mentally ill people and they're also disgusting but they're damn serious in their mission. ISIS feels like a group of guys who kill just for fun. I agree with Obama on ISIS being a jv team. I can't help but feel terrible for those who have to witness the bodies all over Mosul. What a horrible sight that must be. Can people heal once they see that? Do those people have any hope or any way to continue after they witness such atrocities? What about the children? I feel so bad for them. It's so crazy. I wish they would wipe out the Middle East and just start over. Enough with the political correct bullshit. Enough with the religious bullshit.'An essay written by a 26.0 years old white female, went to college, with an income of 35000.0$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 26.0 years old white female, went to college, with an income of 35000.0$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: negative.					
3.667	5.25	"I think it is really fucked up that people continue to mess with the environment. Corporations and these oil fuckers should stopped. They are damaging the environment to no end! Someone needs to sit down with CEOs and ask them, ""Why do you want billions if you won't be able to enjoy it in the future when the environment is completely fucked?"" Seriously, where is a CEO going to travel to enjoy his millions and stay at luxury resort villas when the environment is completely fucked? The luxury resort will be gone!! His wealth will end up amounting to nothing when he can't even enjoy it. His future children will have millions passed down but they won't fully enjoy it because the planet will be fucked! What the fuck? These people are morally fucking bankrupt, only bankrupt they'll ever know."	anger	2.0	4.0	1.0	26.0	35000.0	7.0	6.0	7.0	7.0	4.0	4.714	2.571	4.0	3.571	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	140	632	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	"I think it is really fucked up that people continue to mess with the environment. Corporations and these oil fuckers should stopped. They are damaging the environment to no end! Someone needs to sit down with CEOs and ask them, ""Why do you want billions if you won't be able to enjoy it in the future when the environment is completely fucked?"" Seriously, where is a CEO going to travel to enjoy his millions and stay at luxury resort villas when the environment is completely fucked? The luxury resort will be gone!! His wealth will end up amounting to nothing when he can't even enjoy it. His future children will have millions passed down but they won't fully enjoy it because the planet will be fucked! What the fuck? These people are morally fucking bankrupt, only bankrupt they'll ever know.'An essay written by a 26.0 years old white female, went to college, with an income of 35000.0$.The essay expresses medium empathy and high distress levels. The top emotions expressed in the essay are: positive.'"	An essay written by a 26.0 years old white female, went to college, with an income of 35000.0$.The essay expresses medium empathy and high distress levels. The top emotions expressed in the essay are: positive.					
1.0	1.0	I said Trump would win. Polls said otherwise, I didn't care, I knew the fucker would win. I think people are not willing to accept that others are really shitty and that someone like Trump would be voted in. They can't see past others. People have too much faith in others, too much trust. There are a lot of vile people out there, just gotta encourage them a little bit and they'll come out. Trump was their encouragement. What will the liberals do now? I don't know. Sometimes I think we will be okay, sometimes I think we won't. I just know that going to one march is going to do shit. You need tens of marches, packed to the brim. You need them every weekend. For months. You need to call your officials, complain, elect them, vote them out. Do more. But one march isn't going to do shit.	anger	2.0	4.0	1.0	26.0	35000.0	7.0	6.0	7.0	7.0	4.0	4.714	2.571	4.0	3.571	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	150	633	0.125	0.125	0.0	0.075	0.025	0.1	0.2	0.125	0.1	0.075	0.0	2.8688979199603573	2.9872844590180896	I said Trump would win. Polls said otherwise, I didn't care, I knew the fucker would win. I think people are not willing to accept that others are really shitty and that someone like Trump would be voted in. They can't see past others. People have too much faith in others, too much trust. There are a lot of vile people out there, just gotta encourage them a little bit and they'll come out. Trump was their encouragement. What will the liberals do now? I don't know. Sometimes I think we will be okay, sometimes I think we won't. I just know that going to one march is going to do shit. You need tens of marches, packed to the brim. You need them every weekend. For months. You need to call your officials, complain, elect them, vote them out. Do more. But one march isn't going to do shit.'An essay written by a 26.0 years old white female, went to college, with an income of 35000.0$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: positive.'	An essay written by a 26.0 years old white female, went to college, with an income of 35000.0$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: positive.					
