conversation_id	article_id	essay	empathy	distress	speaker_id	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	speaker_number	split	essay_id	emotion	essay_word_count	fear_count	anger_count	anticip_count	trust_count	surprise_count	positive_count	negative_count	sadness_count	disgust_count	joy_count	hope_count	empathy_count	distress_count	essay+prompt	prompt
401	92	This is a horrible tragedy.  They didn't give the age of the boy, but either way it is horrific for him and the family.  Imagine the horror of being trapped in a tiny well for hours and hours until finally you die.  I imagine you would dehydrate and it would be extremely painful and scary.  It's sad that no one got to him in time.  I am also heartbroken for the family, how terrible.  I'm sure this is the kind of thing no one ever expects to happen.  Why was no one watching him?	3.333333333333333	1.0	24	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	1	train	1689	Sadness	94	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	This is a horrible tragedy.  They didn't give the age of the boy, but either way it is horrific for him and the family.  Imagine the horror of being trapped in a tiny well for hours and hours until finally you die.  I imagine you would dehydrate and it would be extremely painful and scary.  It's sad that no one got to him in time.  I am also heartbroken for the family, how terrible.  I'm sure this is the kind of thing no one ever expects to happen.  Why was no one watching him?'An essay written by a 38 years old female, postgradute or with a professional degree, with an income of 42000$.The essay expresses medium empathy and low distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 38 years old female, postgradute or with a professional degree, with an income of 42000$.The essay expresses medium empathy and low distress levels. The top emotions expressed in the essay are: negative.
14	78	This is a tragic and sad story about how some children can experience the foster care system. Shelton bounced from one home to another, getting into trouble along the way, before beginning a life of crime and going to prison as a young adult and then as an adult. Given the way he was raised, it is almost impossible to imagine an alternate ending.	6.0	3.0	43	2	6	1	33	110000	7.0	4.5	1.5	7.0	7.0	4.286	1.286	3.857	4.0	1	train	1650	Sadness	64	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	This is a tragic and sad story about how some children can experience the foster care system. Shelton bounced from one home to another, getting into trouble along the way, before beginning a life of crime and going to prison as a young adult and then as an adult. Given the way he was raised, it is almost impossible to imagine an alternate ending.'An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 110000$.The essay expresses high empathy and medium distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 110000$.The essay expresses high empathy and medium distress levels. The top emotions expressed in the essay are: negative.
321	52	I think it's terrible that this man had to get deported. I feel like if you lived in United States for a certain amount of time, you are officially a member of the country no matter what. It is so depressing and sad that this man had to be separated from his family and have everything that was his taken away. It is unfair and i think the system is broken as well.	1.0	1.625	17	1	6	1	29	85000	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	2	train	1727	Sadness	73	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	I think it's terrible that this man had to get deported. I feel like if you lived in United States for a certain amount of time, you are officially a member of the country no matter what. It is so depressing and sad that this man had to be separated from his family and have everything that was his taken away. It is unfair and i think the system is broken as well.'An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 85000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: negative, sadness.'	An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 85000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: negative, sadness.
43	289	Cancer s really not a good way to die. I am yet to get my head around the cause. It is always painful when people doe as a result. The last moment are always tearful for me and I usually find it very hard to stand it. I wish more research can be done to combat it...since no one really know the cause.	6.5	6.25	40	1	7	1	28	165000	6.25	5.75	3.25	6.75	6.0	3.357	2.429	3.2145	3.4285	2	train	1816	Sadness	63	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	Cancer s really not a good way to die. I am yet to get my head around the cause. It is always painful when people doe as a result. The last moment are always tearful for me and I usually find it very hard to stand it. I wish more research can be done to combat it...since no one really know the cause.'An essay written by a 28 years old female, postgradute or with a professional degree, with an income of 165000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: fear.'	An essay written by a 28 years old female, postgradute or with a professional degree, with an income of 165000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: fear.
89	304	It is some what saddening that suicide rates among young children have increased, but not surprising. I believe there is a correlation with the increased prevalence of social media and the rise in this kind of phenomena. Social media use is correlated with mental illnesses such as depression, which in turn are linked to suicides. 	3.0	1.0	35	1	6	3	33	64000	6.5	7.0	3.5	4.5	7.0	3.714	1.0	2.429	1.429	1	train	2345	Sadness	55	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	It is some what saddening that suicide rates among young children have increased, but not surprising. I believe there is a correlation with the increased prevalence of social media and the rise in this kind of phenomena. Social media use is correlated with mental illnesses such as depression, which in turn are linked to suicides. 'An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 64000$.The essay expresses medium empathy and low distress levels. The top emotions expressed in the essay are: surprise, positive, negative, sadness, joy.'	An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 64000$.The essay expresses medium empathy and low distress levels. The top emotions expressed in the essay are: surprise, positive, negative, sadness, joy.
122	6	Its really sad when these types of things happen. I feel like we need to do more to help these sort of people. I also understand that they are human like us and they have feelings too. Doctors without Borders does what it can  but it can only do so much without external help. The fact  that they are displaced by conflict and persecution makes me feel like we need to help countries first.	6.666666666666667	6.625	19	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	1	train	2344	Sadness	74	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	Its really sad when these types of things happen. I feel like we need to do more to help these sort of people. I also understand that they are human like us and they have feelings too. Doctors without Borders does what it can  but it can only do so much without external help. The fact  that they are displaced by conflict and persecution makes me feel like we need to help countries first.'An essay written by a 32 years old female, postgradute or with a professional degree, with an income of 35000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: fear, anger, sadness.'	An essay written by a 32 years old female, postgradute or with a professional degree, with an income of 35000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: fear, anger, sadness.
95	233	This is sad. So many young women just used by the government. By men who are supposed to be for the people and in a leadership position to treat these women this way is absolutely disgusting. I hope something can be done for these woman. They need counseling. Medical help and lord only knows what all they need. But it should be provided by the government. 	1.0	1.0	32	2	2	1	34	50000	6.5	3.5	1.0	6.0	7.0	2.143	1.0	1.571	2.286	2	train	1745	Sadness	66	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	This is sad. So many young women just used by the government. By men who are supposed to be for the people and in a leadership position to treat these women this way is absolutely disgusting. I hope something can be done for these woman. They need counseling. Medical help and lord only knows what all they need. But it should be provided by the government. 'An essay written by a 34 years old female, postgradute or with a professional degree, with an income of 50000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 34 years old female, postgradute or with a professional degree, with an income of 50000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: negative.
253	413	This is a terrible story about an ISIS attack in Paris. It was at a concert and went on for hours. 90 people were killed. I feel so badly for the people who lost loved ones in the attack and for the people who had to go through it but survived. I can't imagine that life for them will ever be the same.	7.0	4.0	57	2	6	1	47	110000	7.0	6.5	4.5	5.5	7.0	5.0	2.143	3.571	5.0	1	train	1853	Sadness	63	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	This is a terrible story about an ISIS attack in Paris. It was at a concert and went on for hours. 90 people were killed. I feel so badly for the people who lost loved ones in the attack and for the people who had to go through it but survived. I can't imagine that life for them will ever be the same.'An essay written by a 47 years old female, postgradute or with a professional degree, with an income of 110000$.The essay expresses high empathy and medium distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 47 years old female, postgradute or with a professional degree, with an income of 110000$.The essay expresses high empathy and medium distress levels. The top emotions expressed in the essay are: negative.
453	182	This story really just hit me in the gut I did not want to even read any further. These stories disturb me for months I can't stand animal abuse. It is scary to think of the lack of remorse people like this have while doing it they are purely evil and should not be allowed to live in society. This poor kitten suffered so much before it's death. It was so deliberate to not only get rid of the animal but to hurt it also. They were right by a shelter if they did not want the animal they could have brought it there. I can't imagine the pain that animal felt as it took its last breath and that truly hurts my heart. There needs to be more actions taken against animal abusers so they dont do this to more animals.	6.0	6.0	53	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	2	train	1796	Sadness	142	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	This story really just hit me in the gut I did not want to even read any further. These stories disturb me for months I can't stand animal abuse. It is scary to think of the lack of remorse people like this have while doing it they are purely evil and should not be allowed to live in society. This poor kitten suffered so much before it's death. It was so deliberate to not only get rid of the animal but to hurt it also. They were right by a shelter if they did not want the animal they could have brought it there. I can't imagine the pain that animal felt as it took its last breath and that truly hurts my heart. There needs to be more actions taken against animal abusers so they dont do this to more animals.'An essay written by a 27 years old female, postgradute or with a professional degree, with an income of 25000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 27 years old female, postgradute or with a professional degree, with an income of 25000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: negative.
223	417	This is one of the saddest thing i have ever read that hits especially hard as a pet owner. I keep reading it trying to wrap my head around how he could be so afraid in that moment to think he would need to shoot the dog. Within the frame of the story it just does not make sense but i feel so bad to the owner for having to lose her friend like that. Absolutely sad.	2.333333333333333	2.875	23	1	4	2	23	70000	4.0	5.5	6.5	3.5	5.0	2.286	2.0	3.0	4.429	2	train	1713	Sadness	77	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	This is one of the saddest thing i have ever read that hits especially hard as a pet owner. I keep reading it trying to wrap my head around how he could be so afraid in that moment to think he would need to shoot the dog. Within the frame of the story it just does not make sense but i feel so bad to the owner for having to lose her friend like that. Absolutely sad.'An essay written by a 23 years old female, postgradute or with a professional degree, with an income of 70000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 23 years old female, postgradute or with a professional degree, with an income of 70000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: negative.
341	186	The politics behind this whole situation were a bit confusing to me, but it was clear that overall it is a really bad situation over there.  It mentioned several times that multiple people were brutally raped and even murdered, sometimes by government officials, and this is really distressing and sad.  That is obviously something that should never happen to anyone, so it makes me sad to hear that these people suffered like that.  I think clearly something needs to be done over there but I'm not sure what.	1.3333333333333333	1.0	24	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	2	train	2303	Sadness	88	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	The politics behind this whole situation were a bit confusing to me, but it was clear that overall it is a really bad situation over there.  It mentioned several times that multiple people were brutally raped and even murdered, sometimes by government officials, and this is really distressing and sad.  That is obviously something that should never happen to anyone, so it makes me sad to hear that these people suffered like that.  I think clearly something needs to be done over there but I'm not sure what.'An essay written by a 38 years old female, postgradute or with a professional degree, with an income of 42000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: fear, anger, negative.'	An essay written by a 38 years old female, postgradute or with a professional degree, with an income of 42000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: fear, anger, negative.
185	305	This is a story about a 12 year old girl in Russia who killed herself after spending time online with a group that promotes suicide. I feel so badly for the family and for the girl. A group like that should not be able to operate online and influence people to harm themselves. This is just so wrong. 	7.0	5.375	57	2	6	1	47	110000	7.0	6.5	4.5	5.5	7.0	5.0	2.143	3.571	5.0	2	train	1674	Sadness	58	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	This is a story about a 12 year old girl in Russia who killed herself after spending time online with a group that promotes suicide. I feel so badly for the family and for the girl. A group like that should not be able to operate online and influence people to harm themselves. This is just so wrong. 'An essay written by a 47 years old female, postgradute or with a professional degree, with an income of 110000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 47 years old female, postgradute or with a professional degree, with an income of 110000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: negative.
267	47	Dear friend,                                                               I have just read an article about the citizens of Aleppo being warned to leave via text message. It is very sad and hard to imagine what it must be like to live in a country like that, where you may be forced to leave at any moment due to acts of violence and war.	5.166666666666667	1.75	7	1	2	5	29	44000	5.5	6.0	4.5	6.0	5.0	3.714	3.0	3.429	3.429	1	train	1679	Sadness	57	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	Dear friend,                                                               I have just read an article about the citizens of Aleppo being warned to leave via text message. It is very sad and hard to imagine what it must be like to live in a country like that, where you may be forced to leave at any moment due to acts of violence and war.'An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 44000$.The essay expresses high empathy and low distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 44000$.The essay expresses high empathy and low distress levels. The top emotions expressed in the essay are: negative.
60	72	This is the saddest article ever.   All these beautiful Savannah Elephants being called for the ivory.I absolutely do not support killing any elephant for any reason.   I do not support elephants in circuses either.   As long as their are humans, this will sadly continue.   Everyone is me, me, me.  I hope huge fines as assessed.	7.0	7.0	8	2	6	1	62	29000	6.5	2.5	1.0	6.5	2.0	3.571	4.0	2.143	4.429	2	train	1670	Sadness	55	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	This is the saddest article ever.   All these beautiful Savannah Elephants being called for the ivory.I absolutely do not support killing any elephant for any reason.   I do not support elephants in circuses either.   As long as their are humans, this will sadly continue.   Everyone is me, me, me.  I hope huge fines as assessed.'An essay written by a 62 years old female, postgradute or with a professional degree, with an income of 29000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: positive.'	An essay written by a 62 years old female, postgradute or with a professional degree, with an income of 29000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: positive.
277	370	I feel very sorry for the children and there families. Eating is one of the basic needs of survival and it looks like there families are trying, but they just can not afford to pay for food. Seeing that supplies for school cost five times the monthly wage was outrageous. I see the situation getting worse before it gets better.	6.0	6.625	30	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	2	train	1676	Sadness	60	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	I feel very sorry for the children and there families. Eating is one of the basic needs of survival and it looks like there families are trying, but they just can not afford to pay for food. Seeing that supplies for school cost five times the monthly wage was outrageous. I see the situation getting worse before it gets better.'An essay written by a 37 years old female, postgradute or with a professional degree, with an income of 40000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: positive.'	An essay written by a 37 years old female, postgradute or with a professional degree, with an income of 40000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: positive.
6	213	It is so sad that someone who had such an amazing story died in such a freak accident. His life was filled with amazing triumphs only for him to die in such a sad way. It is truly heart breaking to think about. He came from nothing and truly got the american dream. He died in such a rare and crazy way that it is so sad.	6.166666666666667	6.625	16	2	5	1	28	50000	6.0	6.0	5.0	4.5	3.5	5.0	4.143	4.857	5.0	1	train	2331	Sadness	67	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	It is so sad that someone who had such an amazing story died in such a freak accident. His life was filled with amazing triumphs only for him to die in such a sad way. It is truly heart breaking to think about. He came from nothing and truly got the american dream. He died in such a rare and crazy way that it is so sad.'An essay written by a 28 years old female, postgradute or with a professional degree, with an income of 50000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: fear, negative, sadness.'	An essay written by a 28 years old female, postgradute or with a professional degree, with an income of 50000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: fear, negative, sadness.
147	147	I feel so terrible. These are totally avoidable situations and yet we keep losing live to it. Wild fire are dangerous and not only cause damage to properties globally, they also affect wild animals and lead to extinction of rare species. Men are also killed as a result. I think there should be a global effort to stop all form of indiscriminate bush burning. 	6.0	6.0	40	1	7	1	28	165000	6.25	5.75	3.25	6.75	6.0	3.357	2.429	3.2145	3.4285	2	train	1806	Sadness	64	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	I feel so terrible. These are totally avoidable situations and yet we keep losing live to it. Wild fire are dangerous and not only cause damage to properties globally, they also affect wild animals and lead to extinction of rare species. Men are also killed as a result. I think there should be a global effort to stop all form of indiscriminate bush burning. 'An essay written by a 28 years old female, postgradute or with a professional degree, with an income of 165000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 28 years old female, postgradute or with a professional degree, with an income of 165000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: negative.
81	353	I thought that the article was a bit sad. I feel like being in cars is a serious situation and everyone should be safe. I also think that the parents tried the best that they could to do everything they can in the situation. The sitatuion made me feel a bit sad and a bit concerned as well. It makes me feel like doing something to help them out.	1.0	1.0	17	1	6	1	29	85000	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	1	train	1726	Sadness	69	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	I thought that the article was a bit sad. I feel like being in cars is a serious situation and everyone should be safe. I also think that the parents tried the best that they could to do everything they can in the situation. The sitatuion made me feel a bit sad and a bit concerned as well. It makes me feel like doing something to help them out.'An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 85000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: fear, trust, positive, sadness, joy, anticipation.'	An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 85000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: fear, trust, positive, sadness, joy, anticipation.
461	18	After reading the article, it just makes me so sad that there are soldier that are still being killed. It's great that they are willing to sacrifice their own lives for their country but it's still sad. They have family that they are leaving behind and they will have to suffer for the rest of their lives. It's very sad to know that we are still in war after so long.	1.0	1.625	17	1	6	1	29	85000	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	1	train	2320	Sadness	71	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	After reading the article, it just makes me so sad that there are soldier that are still being killed. It's great that they are willing to sacrifice their own lives for their country but it's still sad. They have family that they are leaving behind and they will have to suffer for the rest of their lives. It's very sad to know that we are still in war after so long.'An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 85000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: positive.'	An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 85000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: positive.
77	169	I just read an article about a boy falling out of an apartment window and dying. That is so sad he was only 2 years old. The little boy pushed open the screen in his bedroom and fell out of the window to his death. We should all make sure our windows are secure and our kids cannot open them .Omg that poor boy was proably hurting so bad before he died. I cannot imagine what the parents are going through after losing a child in such a manner.	6.5	4.625	10	1	6	3	33	63000	7.0	7.0	5.75	6.0	7.0	4.1425	1.0	2.0715	4.2145	2	train	1751	Sadness	89	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	I just read an article about a boy falling out of an apartment window and dying. That is so sad he was only 2 years old. The little boy pushed open the screen in his bedroom and fell out of the window to his death. We should all make sure our windows are secure and our kids cannot open them .Omg that poor boy was proably hurting so bad before he died. I cannot imagine what the parents are going through after losing a child in such a manner.'An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 63000$.The essay expresses high empathy and medium distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 63000$.The essay expresses high empathy and medium distress levels. The top emotions expressed in the essay are: negative.
275	146	After reading the article, you can't help but feel bad for all the Muslims that are currently living in America. You feel bad for them because of what they are going through and all the discrimination they are facing. It's unfair that the ones that are innocent are being stereotyped as well and lumped into the same group as the terrorists when not everyone is like that.	1.5	1.0	17	1	6	1	29	85000	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	1	train	1658	Sadness	67	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	After reading the article, you can't help but feel bad for all the Muslims that are currently living in America. You feel bad for them because of what they are going through and all the discrimination they are facing. It's unfair that the ones that are innocent are being stereotyped as well and lumped into the same group as the terrorists when not everyone is like that.'An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 85000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 85000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: negative.
453	182	After reading the article, i just feel really disturbed about it. The fact that someone can harm an animal is just mind boggling to me. I feel like people like this really need to be put behind bars. If they are willing to harm an animal, who knows what else they might do to humans. I feel like this is only the beginning for these people and they will do much worse.	1.0	1.625	17	1	6	1	29	85000	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	1	train	1672	Sadness	72	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	After reading the article, i just feel really disturbed about it. The fact that someone can harm an animal is just mind boggling to me. I feel like people like this really need to be put behind bars. If they are willing to harm an animal, who knows what else they might do to humans. I feel like this is only the beginning for these people and they will do much worse.'An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 85000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 85000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: negative.
236	245	I wonder if this type of thing is going to become more common as more people are forced to take care of elderly relatives at home.  Or mentally ill relatives.  Or both.  I assume this woman has something wrong with her.  She's not that old and I have to believe something's wrong with her to be out like that.  Dementia or mental illness or something.  Anyway, it's got to be really hard to take care of someone like that.  Our ability to live a long time is a double-edged sword.  Our bodies keep working and our minds stop, or vice versa, I guess.  Anyway, I feel sad if some family is worrying about where this woman is.  She might be scared and confused too.	3.8333333333333335	3.375	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	1	train	1789	Sadness	124	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	I wonder if this type of thing is going to become more common as more people are forced to take care of elderly relatives at home.  Or mentally ill relatives.  Or both.  I assume this woman has something wrong with her.  She's not that old and I have to believe something's wrong with her to be out like that.  Dementia or mental illness or something.  Anyway, it's got to be really hard to take care of someone like that.  Our ability to live a long time is a double-edged sword.  Our bodies keep working and our minds stop, or vice versa, I guess.  Anyway, I feel sad if some family is worrying about where this woman is.  She might be scared and confused too.'An essay written by a 41 years old female, postgradute or with a professional degree, with an income of 28000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 41 years old female, postgradute or with a professional degree, with an income of 28000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: negative.
489	395	a man killed his family in a murder suicide. his wife had confessed to being abused on facebook. she was very close to leaving when she was murdered. they also had a few children together. this entire situation is so disturbing and sad. the fact that she was so close to escaping this situation but never got to breaks my history.	4.833333333333333	5.625	16	2	5	1	28	50000	6.0	6.0	5.0	4.5	3.5	5.0	4.143	4.857	5.0	1	train	1775	Sadness	61	0.13157894736842105	0.10526315789473684	0.0	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.13157894736842105	0.13157894736842105	0.10526315789473684	0.07894736842105263	0.1	2.6967456371753937	2.8464004363228184	a man killed his family in a murder suicide. his wife had confessed to being abused on facebook. she was very close to leaving when she was murdered. they also had a few children together. this entire situation is so disturbing and sad. the fact that she was so close to escaping this situation but never got to breaks my history.'An essay written by a 28 years old female, postgradute or with a professional degree, with an income of 50000$.The essay expresses medium empathy and high distress levels. The top emotions expressed in the essay are: fear, anger, negative, sadness.'	An essay written by a 28 years old female, postgradute or with a professional degree, with an income of 50000$.The essay expresses medium empathy and high distress levels. The top emotions expressed in the essay are: fear, anger, negative, sadness.
