message_id	response_id	article_id	empathy	distress	empathy_bin	distress_bin	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	essay_word_count	essay_id	fear_count	anger_count	anticipation_count	trust_count	surprise_count	positive_count	negative_count	sadness_count	disgust_count	joy_count	hope_count	empathy_count	distress_count	empathy_level	distress_level	prompt_bio	prompt_emp	prompt_emo
R_tPuj2guRW2IW3Ul_1	R_tPuj2guRW2IW3Ul	56	5.167000000000001	4.75	1	1	Hello! I just read this article and would like to share it with you. It is about the oak trees dying along the west coast. I know you are interested and we've talked about this before. It seems to be caused by beetles and they are multiplying faster because of warm temperatures. I wish there was something more we were doing to stop climate change and these warm temps!	sadness	2	6	1	31	60000	7.0	5.5	2.0	6.0	5.0	3.429	3.143	2.714	3.429	69	176	0.13333333333333333	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.0	0.26666666666666666	0.06666666666666667	0.13333333333333333	0.13333333333333333	0.06666666666666667	0.0	2.9675941630866665	2.742948742141914	medium	medium	An essay about the article 56, written by a 31 years old white female, with a four year bachelor's degree, with an income of 60000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness, disgust.
R_VXt1aIuOzDuJLSV_1	R_VXt1aIuOzDuJLSV	15	3.333	4.0	0	1	This story I have read was heart breaking! Two men were shot, one twice in the stomach and the other shot in the back. Sadly no weapons were recovered and no arrests were made causing me to worry the person that did this is free. This upsets me worried for myself and others, hoping to protect the community from the criminal gun man still at large. The two men were taken to the hospital, hoping for a speedy recovery for them and comfort for their families after this tragic incident! The terrible time they must all be going through now. Worrying and stressing over this unthinkable situation. I sure do hope the person responsible is found and arrested quickly, to keep our community safe from additional attacks and to to get him the help he needs. Not to mention time in prison. Certainly right	sadness	2	3	1	32	30000	5.5	6.0	4.5	6.0	5.5	4.714	3.0	4.571000000000001	4.428999999999999	144	177	0.13636363636363635	0.10606060606060606	0.07575757575757576	0.09090909090909091	0.06060606060606061	0.15151515151515152	0.15151515151515152	0.10606060606060606	0.06060606060606061	0.06060606060606061	0.06666666666666667	3.044706923688526	3.0090687335891664	medium	medium	An essay about the article 15, written by a 32 years old white female, went to a technical/vocational school, with an income of 30000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear.
R_5BjrkiX7wiiuXFn_4	R_5BjrkiX7wiiuXFn	298	5.832999999999999	2.625	1	0	"Here we go again.  Another news report of another earthquake in Chile.  Fortunately this one apparently didn't cause any damage, but it was no slouch either at a magnitude 6.4.  Had the earthquake struck in a little different location, who know what might have happened.  This is the same place that got hit with an 8.8 a couple years ago.  Remember that one?  That was so sad.  It triggered a tsunami and 500 people were killed.  Not to mention the fact that there were 220,000 homes lost.  One piece of good news at least, since the 8.8 earthquake, they have put in a warning system for earthquakes and tsunamis.  Thank God for that.  That certainly can't prevent any earthquakes from happening, but at least maybe it will save some lives if, or should I say ""when"", the next earthquake occurs."	sadness	1	2	1	54	25000	7.0	5.0	3.0	7.0	6.5	3.857	2.0	3.714	4.857	140	178	0.14634146341463414	0.14634146341463414	0.024390243902439025	0.0975609756097561	0.12195121951219512	0.04878048780487805	0.1951219512195122	0.14634146341463414	0.024390243902439025	0.04878048780487805	0.045454545454545456	2.6013133749378414	2.3794179427253197	low	low	An essay about the article 298, written by a 54 years old white male, with a high school diploma, with an income of 25000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, sadness.
R_2eUtceWIPn47x8l_1	R_2eUtceWIPn47x8l	7	4.0	3.75	1	0	I feel like Aleppo is a legit war zone right now. You can get killed anywhere at anytime. I feel so sorry about the innocent families and children that are involved and would like other nations to at least help Syria and other Middle Eastern Countries and accept refugees. The thought of losing your child or someone in your family is really disturbing.	sadness	1	5	1	22	60000	5.0	4.5	5.5	5.5	6.0	3.0	3.0	3.286	2.714	63	179	0.09090909090909091	0.09090909090909091	0.18181818181818182	0.09090909090909091	0.0	0.18181818181818182	0.18181818181818182	0.09090909090909091	0.0	0.09090909090909091	0.0	2.959712185625727	2.858510595012816	high	medium	An essay about the article 7, written by a 22 years old white male, with a two year associate degree, with an income of 60000$.	The essay expresses high empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, sadness, joy.
R_1pERSTMtylH2tus_2	R_1pERSTMtylH2tus	159	3.5	3.5	0	0	The company behind ITT Technical Institute, the chain of for-profit schools in the United States, will shut down all of its campuses following financial sanctions from the U.S. Department of Education. ITT Educational Services said in a statement Tuesday it would shutter more than 130 locations in 39 states. The move affects hundreds of thousands of current students and more than 8,000 employees of the ITT Technical Institute, known colloquially as ITT Tech, the company said. “It is with profound regret that we must report that ITT Educational Services, Inc. will discontinue academic operations at all of its ITT Technical Institutes permanently after approximately 50 years of continuous service,” it said in a statement on its website. A day later, ITT announced it would not enroll any new	sadness	2	5	3	25	20000	5.0	4.5	3.5	2.5	5.0	3.0	2.857	2.857	3.143	128	180	0.0	0.0	0.09090909090909091	0.36363636363636365	0.0	0.2727272727272727	0.18181818181818182	0.09090909090909091	0.0	0.0	0.0	2.362139398876487	2.3598224697119052	low	low	An essay about the article 159, written by a 25 years old black or african american female, with a two year associate degree, with an income of 20000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_sXd7G0qsBBO5rup_5	R_sXd7G0qsBBO5rup	392	4.167	6.5	1	1	Well, this is frustrating. Not only will the new law not really help, but it doesn't sound like anything will help. It's a good point, about having to get the fishers on board with saving the paquita, but I don't know how to convince them. If it came down to feeding my family or saving a handful of dolphins that are probably going to die out anyway, there's a good chance I'd pick my family.  The story's a year or two old -- so once I've finished doing what I'm doing, I'm going to look up the paquita and see what's happened since then.	sadness	2	6	1	59	25500	4.0	6.0	2.5	5.0	4.5	3.571	2.714	4.714	4.143	104	181	0.05	0.0	0.2	0.2	0.15	0.2	0.05	0.05	0.0	0.1	0.23076923076923078	2.5095353558805176	2.326029253515622	low	low	An essay about the article 392, written by a 59 years old white female, with a four year bachelor's degree, with an income of 25500$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: hope.
R_1IRRIFlrEvyBc83_1	R_1IRRIFlrEvyBc83	70	4.5	5.0	1	1	I just read the article on the oil spill.  Even though I do agree with oil digging, when things go wrong, it does have severe consequences.  I feel mostly bad for the birds and sea life, which will obviously be affected.  You would think with all the money these oil companies profit from, they would take more safety precautions, in trying to avoid accidents from happening.  I know the industry creates a lot of jobs and most often, nothing goes wrong.  But when it does, it can be catastrophic for the wildlife in the area and those that live in the area.  Or even those areas that rely on tourism, if people can’t go into the oceans or there is oil spilling onto their beaches.  Not sure what the answer is, or if there even is an answer to it.  It just makes me sad to see those beautiful birds	sadness	2	4	1	59	95000	7.0	6.0	1.0	7.0	4.0	3.714	5.0	4.714	5.0	150	182	0.10526315789473684	0.10526315789473684	0.05263157894736842	0.05263157894736842	0.05263157894736842	0.21052631578947367	0.21052631578947367	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.0	2.9346011732878057	2.727641168277693	low	low	An essay about the article 70, written by a 59 years old white female, went to college, with an income of 95000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, joy.
R_1pVzLvHEgb6ay4E_2	R_1pVzLvHEgb6ay4E	104	3.333	5.875	0	1	Its crazy! Over One million children couldn't go to school because the smog was so thick ! they said its like smoking 40 cigerattes a day . That you feel like you are being choked when you walk outside . Could you even imagine ? Parents taking their kids to the docs and them saying get out of the city for a few days and they will be ok . That's just crazy to me . so sad .	sadness	2	2	1	35	50000	6.5	3.5	1.5	5.5	4.0	4.428999999999999	2.143	4.571000000000001	4.2860000000000005	79	183	0.2222222222222222	0.2222222222222222	0.0	0.1111111111111111	0.0	0.0	0.2222222222222222	0.2222222222222222	0.0	0.0	0.0	2.7829549832810336	2.795724563694489	medium	medium	An essay about the article 104, written by a 35 years old white female, with a high school diploma, with an income of 50000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, sadness.
R_0wUJf4IdNJLqmjL_3	R_0wUJf4IdNJLqmjL	170	5.0	4.25	1	1	Hearing about the violence going on over politics in the country is really sad and upsetting. It's easy to take for granted how we live and how lucky we are that we don't have to worry about people killing us on a daily basis. Our government is also democratic which means people have a voice. This isn't the case in some areas/	sadness	2	6	1	25	75000	7.0	7.0	4.5	6.5	6.5	4.143	2.4290000000000003	3.571	4.428999999999999	62	184	0.21739130434782608	0.13043478260869565	0.08695652173913043	0.0	0.043478260869565216	0.08695652173913043	0.21739130434782608	0.17391304347826086	0.0	0.043478260869565216	0.0	3.10114435361038	2.8504721777245967	medium	low	An essay about the article 170, written by a 25 years old white female, with a four year bachelor's degree, with an income of 75000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear, sadness.
R_2YSo0mxaFU2yiU6_3	R_2YSo0mxaFU2yiU6	215	5.5	3.875	1	0	I feel so bad for Val, he is battling this disease and people are dwelling on the fact he may die soon. I think Douglas cares for Val,however,he should not make public comments regarding Val's condition, that is very intrusive to Val, and I feel anger towards Michael for being so rude and invading towards Val's condition.	sadness	2	6	1	46	52000	6.5	5.5	5.0	6.5	6.5	3.714	2.143	3.714	4.428999999999999	57	185	0.17391304347826086	0.17391304347826086	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.21739130434782608	0.13043478260869565	0.13043478260869565	0.0	0.0	2.688219051484665	2.583159411305806	low	medium	An essay about the article 215, written by a 46 years old white female, with a four year bachelor's degree, with an income of 52000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger.
R_2Qya6z7Tq9vKDU6_1	R_2Qya6z7Tq9vKDU6	78	7.0	2.375	1	0	Hey hun! I was just reading this article about a family of 3 young black boys who went through foster care and ended up in prison later on in life, and it made me want to share it with you.  It breaks my heart knowing this probably happens all the time in our country! That there are kids who, through no fault of their own, are set on a path that ultimately leads to their downfall and punishment later in life! There need to be changes made to the foster system so that there are more homes available and counselling for these kids so that they can learn at an early age to deal with the things they are going through instead of internalizing it all and becoming angry and bitter. What do you think? Maybe we could write some letters to get people thinking about this situation!	sadness	2	4	1	35	50000	5.5	2.5	3.5	6.5	4.0	3.286	3.0	3.571	4.857	148	186	0.07894736842105263	0.07894736842105263	0.13157894736842105	0.07894736842105263	0.05263157894736842	0.18421052631578946	0.15789473684210525	0.10526315789473684	0.05263157894736842	0.07894736842105263	0.07407407407407407	3.246560590338013	3.032030563239074	medium	medium	An essay about the article 78, written by a 35 years old white female, went to college, with an income of 50000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_w5etN0bXknX91q9_3	R_w5etN0bXknX91q9	195	4.833	2.25	1	0	So I read an article on Leon Russell passing away. I really do not listen to rock and roll music like that, but from the article you can just see how many people he has touched in his life in positive ways. There was even a quote from Elton John talking about how influential Russel was in his own life, and the impact he had on his stardom.	sadness	1	6	6	23	55000	6.5	6.5	6.5	6.5	6.5	4.0	1.857	3.571	3.429	68	187	0.0	0.0	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.36363636363636365	0.18181818181818182	0.09090909090909091	0.0	0.09090909090909091	0.0	2.90083466789893	2.454685141119178	medium	low	An essay about the article 195, written by a 23 years old male, with a four year bachelor's degree, with an income of 55000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: surprise, sadness, joy.
R_5BjrkiX7wiiuXFn_5	R_5BjrkiX7wiiuXFn	397	5.167000000000001	4.375	1	1	An article that I just read is really pretty disturbing.  It speaks of the tremendous droughts in the river areas of Bolivia.  It's bad enough because it is just a natural disaster situation, but the fact that there was also mismanagement involved is particularly troubling.  The government failed to properly care for the canals.  The article also speaks of selling off many of its wild animals.  This might become a very serious problem given the fact that some of the animals are endangered species such as the wild dog.  They are also looking at selling off elephants, lions and pythons.  Even if they do this, how much of the money will ever actually reach its citizens to help them?	sadness	1	2	1	54	25000	7.0	5.0	3.0	7.0	6.5	3.857	2.0	3.714	4.857	119	188	0.14285714285714285	0.08571428571428572	0.05714285714285714	0.11428571428571428	0.11428571428571428	0.05714285714285714	0.22857142857142856	0.08571428571428572	0.05714285714285714	0.05714285714285714	0.05	2.7621603041759193	2.711065333723213	low	low	An essay about the article 397, written by a 54 years old white male, with a high school diploma, with an income of 25000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear, surprise.
R_2xJIlWl26lfyw8n_2	R_2xJIlWl26lfyw8n	92	3.0	7.0	0	1	Wow! I just read this article about a young boy in China who fell in to a well and was found dead 4 days later. It was SO sad to read this! It stated that boy was helping his dad harvest food when he fell in this well that was only 1 foot wide and that no adults could fit in it to go down and rescue him! Can you even imagine what that father must have been feeling knowing that his little boy fell in this well while helping him and he could not get down there to help him! I just imagine how heartbreaking this whole situation must have been for the family and for the rescuers who spent days trying everything they could to get to him and potentially help him. As a mom, it just makes me sick to think that I could be in a situation like that and do nothing to help one of my babies!	sadness	2	5	1	28	62000	7.0	5.5	5.5	6.5	5.5	4.0	2.714	4.2860000000000005	5.0	162	189	0.021739130434782608	0.021739130434782608	0.08695652173913043	0.10869565217391304	0.06521739130434782	0.15217391304347827	0.1956521739130435	0.10869565217391304	0.10869565217391304	0.13043478260869565	0.09090909090909091	2.9766740652887878	2.9453891357323085	medium	medium	An essay about the article 92, written by a 28 years old white female, with a two year associate degree, with an income of 62000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: joy.
R_2ASfOpichWeulMF_1	R_2ASfOpichWeulMF	67	6.332999999999999	3.25	1	0	I can't believe that this happened. Can you imagine what it must be like to flee from something so incredibly dangerous and then lose your life at sea or see people die while you're escaping? I wonder sometimes what must possess refugees to do this. Is there no other way for them to escape? Why do they risk their lives when they know the numbers of people who die in situations like this? It must be awful where they are coming from for them to risk it all. I mean, look at that star soccer player. She was like royalty in her country and a celebrated athlete. If even she took the risk and died, what must it be like for other people?	sadness	2	7	1	31	67000	4.5	6.0	2.0	4.0	2.0	4.0	3.143	2.714	4.571000000000001	123	190	0.19607843137254902	0.0392156862745098	0.1568627450980392	0.0392156862745098	0.0196078431372549	0.1568627450980392	0.21568627450980393	0.0784313725490196	0.0392156862745098	0.058823529411764705	0.09090909090909091	2.9458833071758908	2.850075085513577	medium	medium	An essay about the article 67, written by a 31 years old white female, postgradute or with a professional degree, with an income of 67000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear.
R_3qDqiG7g35x0oqN_4	R_3qDqiG7g35x0oqN	265	2.833	2.75	0	0	What I learned from my experience is that most modern factories, even the ones in thirds world countries, will try to make their employees reasonably comfortable and safe. Not because their super-altruistic but because it helps with productivity. A happy, rested, relaxed worker does better work and more of it than an exhausted, stressed out one. it's unfortunate that this guy died the way they did ono the job like that.	sadness	2	6	1	28	56000	3.0	3.5	5.0	3.5	4.5	3.286	2.286	3.429	3.286	71	191	0.0	0.0	0.07692307692307693	0.15384615384615385	0.0	0.3076923076923077	0.15384615384615385	0.15384615384615385	0.0	0.15384615384615385	0.0	2.805821121867707	2.7100665349330257	medium	low	An essay about the article 265, written by a 28 years old white female, with a four year bachelor's degree, with an income of 56000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness, joy.
R_PGMi0XWOtOpaa89_4	R_PGMi0XWOtOpaa89	310	2.667	6.0	0	1	This article highlights the fact that although we may have profound faith in the goodness of human nature, we never know when a killer is walking among us. The recent spate of mass shootings at schools and other locations underline the presence of disturbed people in our midst. Besides defending ourselves, we need to ask ourselves what in our society is provoking this disturbing behavior. Certainly the ubiquity and ease of acquiring guns is one cause, but there may be others that need attention as well.	sadness	1	4	1	64	27000	6.5	7.0	4.0	6.5	5.5	4.143	1.714	4.714	4.571000000000001	86	192	0.0	0.08695652173913043	0.13043478260869565	0.13043478260869565	0.043478260869565216	0.34782608695652173	0.08695652173913043	0.043478260869565216	0.043478260869565216	0.08695652173913043	0.1111111111111111	3.0953340775437375	3.062219573838766	medium	low	An essay about the article 310, written by a 64 years old white male, went to college, with an income of 27000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: hope.
R_1rftZXLZ8DysqyC_3	R_1rftZXLZ8DysqyC	187	1.0	1.0	0	0	Gah. The whole Ke$ha mess. Oops, I man Kesha, without the $ sign. I dunno what to think about the eating disorder and whole rehab thing. Her professional life has been such a proverbial sh*tshow, it's really hard to me to believe that this is anything else than attention-seeking. She just seems to have that kind of personality.	sadness	2	7	1	52	50000	7.0	5.5	2.0	7.0	7.0	4.428999999999999	1.571	3.143	4.857	58	193	0.1	0.0	0.0	0.2	0.0	0.3	0.2	0.0	0.1	0.1	0.0	2.331664585293402	2.2988157211497984	low	low	An essay about the article 187, written by a 52 years old white female, postgradute or with a professional degree, with an income of 50000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: disgust, joy.
R_2WOvnpyfACBvT3K_2	R_2WOvnpyfACBvT3K	104	4.667	5.375	1	1	The fact that human beings are abusing the planet and each other is evident in this article. It is enough to get you depressed, read this so you can get an idea of how pollution affects third wolrd countries. Instead of going after industries (probably all American) with fines, they rather close schools because of the pollution and smog. Their health is being affected and not only that, the enviroment is being completely abused.	sadness	2	5	2	41	60000	6.5	6.0	2.0	6.0	3.5	4.714	3.571	2.0	4.571000000000001	74	194	0.08333333333333333	0.08333333333333333	0.0	0.16666666666666666	0.0	0.16666666666666666	0.25	0.08333333333333333	0.16666666666666666	0.0	0.0	3.0053268659104684	2.9513831287001744	medium	medium	An essay about the article 104, written by a 41 years old hispanic or latino female, with a two year associate degree, with an income of 60000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: disgust.
R_vZuGlfj8lOmSY37_1	R_vZuGlfj8lOmSY37	42	5.832999999999999	3.75	1	0	I think it is a shame that people still lose their lives on trails. Some do not appreciate the dangers of mother nature and try to best her without realizing what they are up against. It is always important to prepare before you go out on a hike. Without understanding what you are doing, a person could easily end up lost or dead.	sadness	1	6	1	29	25000	6.0	5.5	4.5	6.5	7.0	4.2860000000000005	1.286	3.714	4.857	63	195	0.08333333333333333	0.041666666666666664	0.08333333333333333	0.125	0.041666666666666664	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.08333333333333333	0.041666666666666664	0.0	3.116728935444729	2.889908237916299	medium	low	An essay about the article 42, written by a 29 years old white male, with a four year bachelor's degree, with an income of 25000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_PBbNxpYdnlgFsU9_1	R_PBbNxpYdnlgFsU9	58	6.0	5.375	1	1	The article i read about the Venezuela zoo where the animals starving due to food shortage. the country economical condition go down and rise the prices of food. The country can't manage to import food due to bad economical siyuation. Animals on the Caricuao Zoo staffers have been feeding carnivorous lions and tigers diets of mango and pumpkin. Elephant eats tropical food instead of hey.	sadness	2	7	5	44	30000	4.0	4.5	4.0	7.0	4.0	4.0	3.714	3.286	3.714	65	196	0.11538461538461539	0.07692307692307693	0.0	0.19230769230769232	0.0	0.19230769230769232	0.15384615384615385	0.07692307692307693	0.038461538461538464	0.15384615384615385	0.0	2.638866463578562	2.445966357292459	medium	medium	An essay about the article 58, written by a 44 years old asian/pacific islander female, postgradute or with a professional degree, with an income of 30000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: joy.
R_3sBwmH6f8c5bjRk_4	R_3sBwmH6f8c5bjRk	288	1.5	1.0	0	0	Seems like a pretty ordinary occurrence. I'm sure their families are upset but I'm less sure this kind of story deserves space in a newspaper. A couple people got sick and they died. Anyway, it's a mildly sad story but it's not noteworthy or newsworthy. I don't understand why stories like this run in the paper.	sadness	1	6	1	35	31500	4.5	4.0	1.5	3.0	2.0	2.143	3.429	3.143	2.4290000000000003	56	197	0.0	0.07692307692307693	0.07692307692307693	0.15384615384615385	0.0	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.07692307692307693	0.15384615384615385	0.09090909090909091	2.5931640323229423	2.3093224476911995	medium	low	An essay about the article 288, written by a 35 years old white male, with a four year bachelor's degree, with an income of 31500$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness, joy.
R_1itAkCGbsD590PZ_1	R_1itAkCGbsD590PZ	23	3.5	4.5	0	1	I saw some heartbreaking news and I could not believe it. Why would defenseless and innocent people be killed over something that they did not do or had no involvement with? I will never understand why some things in this world are the way that they are. There needs to be change but sadly I do not think we will see it soon.	sadness	1	6	1	23	42000	4.0	3.5	4.0	5.0	3.5	3.286	3.143	2.857	3.714	63	198	0.2222222222222222	0.1111111111111111	0.0	0.1111111111111111	0.0	0.1111111111111111	0.2222222222222222	0.2222222222222222	0.0	0.0	0.0	2.884852491030934	2.8053468902114935	medium	low	An essay about the article 23, written by a 23 years old white male, with a four year bachelor's degree, with an income of 42000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_PA1EeRUe6I55jgd_2	R_PA1EeRUe6I55jgd	146	6.667000000000001	6.0	1	1	It is really sad this country is still having major issues with prejudice and inequality. Being a minority myself, I feel for the Muslims and others who faced terrible treatment just because of their heritage. I hope you don't have to experience these terrible things as they have. I would be really careful who you talk to just to be on the safe side. It is an unpredictable world we live in today sadly.	sadness	1	5	5	31	80000	6.5	6.5	6.5	6.5	6.5	5.0	1.571	3.0	4.571000000000001	74	199	0.09090909090909091	0.12121212121212122	0.030303030303030304	0.09090909090909091	0.06060606060606061	0.15151515151515152	0.21212121212121213	0.12121212121212122	0.06060606060606061	0.06060606060606061	0.058823529411764705	2.999019220973975	2.8528545348339676	medium	medium	An essay about the article 146, written by a 31 years old asian/pacific islander male, with a two year associate degree, with an income of 80000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, sadness.
R_3MS8xER2c0yASHT_2	R_3MS8xER2c0yASHT	104	5.332999999999999	2.75	1	0	The situation in Delhi is very much a product of a 3rd world country trying to modernize. the use of fossil fuels and lack of sanitation has led to this country having intense smog problems. This has reached the point where it is harmful to children everyday even in school. Idk when this issue will be resolved but soemoen has to interevene.	sadness	1	4	2	25	66000	6.0	5.5	5.0	6.0	6.0	3.143	2.4290000000000003	2.571	3.714	62	200	0.13333333333333333	0.13333333333333333	0.0	0.13333333333333333	0.06666666666666667	0.06666666666666667	0.2	0.06666666666666667	0.13333333333333333	0.06666666666666667	0.0	2.842316341142355	2.875119666696808	low	low	An essay about the article 104, written by a 25 years old hispanic or latino male, went to college, with an income of 66000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, disgust.
R_8iFRzE3hiPeRS6Z_2	R_8iFRzE3hiPeRS6Z	125	6.332999999999999	7.0	1	1	I just read a troubling little snippet about a family who lost their home in Washington D.C. They haven't yet identified the cause of the blaze, but a family of five ha not only been displaced, but they also lost two cats which I'm sure were very dear to them. I'm glad to hear that the Red Cross has stepped in to lend aid to this needy family.	sadness	1	7	1	30	76000	5.5	1.5	1.0	6.0	3.5	3.857	3.571	3.571	2.857	68	201	0.06666666666666667	0.13333333333333333	0.06666666666666667	0.0	0.0	0.2	0.26666666666666666	0.2	0.0	0.06666666666666667	0.1	2.915224238800684	2.64270423006061	high	medium	An essay about the article 125, written by a 30 years old white male, postgradute or with a professional degree, with an income of 76000$.	The essay expresses high empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_1CDCVd3BLzRFvYW_1	R_1CDCVd3BLzRFvYW	36	1.833	2.75	0	0	I felt that reading the excerpt from the article was sad and had me feeling distraught to an extent. I know it's just an article but hearing about all the bad in the world is just an assured way to get a poor start to the day. I was mostly wondering what the situation was where Richard Hong was killed in the Los Angeles home. Whos home was it and why was George Stroumbolopoulos there. I'd like to know the more intricate details of what went down in this crime. Was it a murder of passion or was it cold blooded. Was it in the moment or was it calculated. What will happen now, hopefully and investigation can uncover this.	sadness	1	6	4	26	34000	6.5	6.5	5.0	4.0	7.0	3.429	2.143	3.286	2.714	120	202	0.10256410256410256	0.10256410256410256	0.1282051282051282	0.07692307692307693	0.07692307692307693	0.10256410256410256	0.1794871794871795	0.10256410256410256	0.07692307692307693	0.05128205128205128	0.09090909090909091	2.649412042804734	2.496910524457104	medium	low	An essay about the article 36, written by a 26 years old native american or american indian male, with a four year bachelor's degree, with an income of 34000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, sadness.
R_2qxSe9C1FHoZe8D_3	R_2qxSe9C1FHoZe8D	186	3.5	1.0	0	0	I read an article today that was discussing the problems with Sudan in Africa. The article was kind of hard to follow, but it seems like there is a lot of political and peace keeping discourse there. I really feel terrible for all the innocent people that are caught up in silly power plays and government issues. People's lives are being ruined and destroyed every day.	sadness	2	6	1	34	39000	6.5	6.0	7.0	6.5	7.0	4.0	3.286	4.2860000000000005	4.857	66	203	0.14814814814814814	0.1111111111111111	0.037037037037037035	0.1111111111111111	0.0	0.1111111111111111	0.18518518518518517	0.1111111111111111	0.07407407407407407	0.1111111111111111	0.058823529411764705	2.672665955806563	2.4596289186259437	low	low	An essay about the article 186, written by a 34 years old white female, with a four year bachelor's degree, with an income of 39000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear.
R_wMKuQErkdrWY17b_5	R_wMKuQErkdrWY17b	417	6.5	6.25	1	1	This is so sad. Many of you know I use to have a lab. They are often the most sweetest, loving dogs around. I cannot imagine why someone would take out a gun and shoot one. This is another example (there seem to be countless that happen everyday) of why people should not own guns. I know some people will say it is not a person, but this is still another needless murder that occurred because of a gun.	sadness	2	6	1	32	70000	4.0	4.0	4.0	5.5	5.5	3.143	2.857	3.714	3.714	79	204	0.21052631578947367	0.21052631578947367	0.05263157894736842	0.05263157894736842	0.05263157894736842	0.05263157894736842	0.21052631578947367	0.05263157894736842	0.05263157894736842	0.05263157894736842	0.0	2.713066034113119	2.8833205455470416	low	medium	An essay about the article 417, written by a 32 years old white female, with a four year bachelor's degree, with an income of 70000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger.
R_8hNO9MPyID3p1EB_1	R_8hNO9MPyID3p1EB	22	5.167000000000001	3.75	1	0	It is very difficult for me to imagine how any person could leave a baby in a shoe box.  I just don't understand how you could even leave a baby alone.  Thank God the baby was in good health, at least whoever left the poor thing seems to have taken good care of it other than leaving it in a shoe box.  Maybe in the end this will turn out to be a good thing for this baby, one can only hope.	sadness	1	4	1	42	39000	5.0	5.0	2.5	4.0	2.0	3.0	3.571	3.0	4.0	82	205	0.02857142857142857	0.0	0.11428571428571428	0.11428571428571428	0.17142857142857143	0.22857142857142856	0.05714285714285714	0.05714285714285714	0.0	0.22857142857142856	0.15789473684210525	2.797429426498891	2.8130863187342317	low	low	An essay about the article 22, written by a 42 years old white male, went to college, with an income of 39000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: joy.
